time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,gyro_p,gyro_q,gyro_r,roll_rate_rps,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
24.91,1446896.412000,6142051.289000,938214.102800,286.631092,-79.202630,-36.188612,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006116,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2492,747,1604,0
24.92,1446899.278000,6142050.497000,938213.740900,286.620096,-79.211059,-36.189200,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006116,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2493,747,1604,0
24.93,1446902.144000,6142049.705000,938213.379000,286.609137,-79.219500,-36.189793,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006116,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2494,747,1604,0
24.94,1446905.010000,6142048.913000,938213.017100,286.598216,-79.227953,-36.190390,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006116,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2495,747,1604,0
24.95,1446907.876000,6142048.120000,938212.655200,286.587332,-79.236417,-36.190993,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2496,747,1604,0
24.96,1446910.742000,6142047.328000,938212.293200,286.576486,-79.244892,-36.191600,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2497,747,1604,0
24.97,1446913.607000,6142046.535000,938211.931300,286.565677,-79.253379,-36.192212,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2498,747,1604,0
24.98,1446916.473000,6142045.743000,938211.569400,286.554905,-79.261877,-36.192830,-42.212195,7.628090,16.848832,16.775,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2499,747,1604,0
24.99,1446919.338000,6142044.950000,938211.207500,286.544170,-79.270385,-36.193451,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2500,747,1604,0
25.00,1446922.204000,6142044.157000,938210.845500,286.533473,-79.278905,-36.194078,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2501,747,1604,0
25.01,1446925.069000,6142043.364000,938210.483600,286.522811,-79.287436,-36.194710,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2502,747,1604,0
25.02,1446927.934000,6142042.571000,938210.121600,286.512187,-79.295978,-36.195346,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2503,747,1604,0
25.03,1446930.799000,6142041.778000,938209.759700,286.501600,-79.304531,-36.195987,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2504,747,1604,0
25.04,1446933.664000,6142040.985000,938209.397700,286.491048,-79.313094,-36.196633,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2505,747,1604,0
25.05,1446936.529000,6142040.192000,938209.035700,286.480534,-79.321668,-36.197283,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177572,-0.278114,0.177572,0.336050,0.436489,6.283100,0.000726,-0.006117,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2506,747,1604,0
25.06,1446939.393000,6142039.399000,938208.673700,286.470055,-79.330253,-36.197939,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177573,-0.278114,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2507,747,1604,0
25.07,1446942.258000,6142038.605000,938208.311800,286.459613,-79.338848,-36.198598,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177573,-0.278114,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2508,747,1604,0
25.08,1446945.123000,6142037.812000,938207.949800,286.449206,-79.347453,-36.199263,-42.140200,7.615879,17.078693,16.689,-0.278114,0.177573,-0.278114,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2509,747,1604,0
25.09,1446947.987000,6142037.018000,938207.587800,286.438836,-79.356069,-36.199932,-42.065763,7.604213,17.312742,16.602,-0.278114,0.177573,-0.278114,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2510,747,1604,0
25.10,1446950.851000,6142036.225000,938207.225800,286.428501,-79.364695,-36.200605,-42.065763,7.604213,17.312742,16.602,-0.278114,0.177573,-0.278114,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2511,747,1604,0
25.11,1446953.715000,6142035.431000,938206.863700,286.418202,-79.373331,-36.201284,-42.065763,7.604213,17.312742,16.602,-0.278114,0.177573,-0.278114,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016347,0.000116,1,1,1,0,1,1,1,1,0,2512,747,1604,0
25.12,1446956.579000,6142034.637000,938206.501700,286.407939,-79.381978,-36.201966,-42.065763,7.604213,17.312742,16.602,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2513,747,1604,0
25.13,1446959.443000,6142033.843000,938206.139700,286.397711,-79.390634,-36.202654,-42.065763,7.604213,17.312742,16.602,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2514,747,1604,0
25.14,1446962.307000,6142033.049000,938205.777700,286.387518,-79.399300,-36.203345,-42.065763,7.604213,17.312742,16.602,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2515,747,1604,0
25.15,1446965.171000,6142032.255000,938205.415600,286.377361,-79.407977,-36.204041,-42.065763,7.604213,17.312742,16.602,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2516,747,1604,0
25.16,1446968.035000,6142031.461000,938205.053600,286.367238,-79.416663,-36.204742,-42.065763,7.604213,17.312742,16.602,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2517,747,1604,0
25.17,1446970.898000,6142030.667000,938204.691500,286.357151,-79.425358,-36.205447,-42.065763,7.604213,17.312742,16.602,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006118,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2518,747,1604,0
25.18,1446973.762000,6142029.872000,938204.329500,286.347099,-79.434064,-36.206157,-42.065763,7.604213,17.312742,16.602,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2519,747,1604,0
25.19,1446976.625000,6142029.078000,938203.967400,286.337081,-79.442779,-36.206871,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2520,747,1604,0
25.20,1446979.488000,6142028.283000,938203.605300,286.327097,-79.451503,-36.207589,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2521,747,1604,0
25.21,1446982.352000,6142027.489000,938203.243200,286.317149,-79.460237,-36.208311,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2522,747,1604,0
25.22,1446985.215000,6142026.694000,938202.881100,286.307234,-79.468980,-36.209038,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2523,747,1604,0
25.23,1446988.078000,6142025.899000,938202.519000,286.297354,-79.477733,-36.209769,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2524,747,1604,0
25.24,1446990.941000,6142025.105000,938202.156900,286.287508,-79.486495,-36.210505,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2525,747,1604,0
25.25,1446993.803000,6142024.310000,938201.794800,286.277695,-79.495265,-36.211244,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2526,747,1604,0
25.26,1446996.666000,6142023.515000,938201.432700,286.267917,-79.504045,-36.211988,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000726,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2527,747,1604,0
25.27,1446999.529000,6142022.719000,938201.070600,286.258172,-79.512834,-36.212736,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000727,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2528,747,1604,0
25.28,1447002.391000,6142021.924000,938200.708400,286.248461,-79.521632,-36.213488,-41.988719,7.593074,17.551078,16.516,-0.278113,0.177573,-0.278113,0.177573,0.336050,0.436489,6.283100,0.000727,-0.006119,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2529,747,1604,0
25.29,1447005.253000,6142021.129000,938200.346300,286.238783,-79.530438,-36.214245,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2530,747,1604,0
25.30,1447008.116000,6142020.333000,938199.984100,286.229139,-79.539254,-36.215005,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2531,747,1604,0
25.31,1447010.978000,6142019.538000,938199.622000,286.219527,-79.548078,-36.215770,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2532,747,1604,0
25.32,1447013.840000,6142018.742000,938199.259800,286.209949,-79.556910,-36.216539,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2533,747,1604,0
25.33,1447016.702000,6142017.947000,938198.897700,286.200404,-79.565751,-36.217311,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2534,747,1604,0
25.34,1447019.564000,6142017.151000,938198.535500,286.190891,-79.574601,-36.218088,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2535,747,1604,0
25.35,1447022.426000,6142016.355000,938198.173300,286.181411,-79.583459,-36.218869,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2536,747,1604,0
25.36,1447025.287000,6142015.559000,938197.811100,286.171963,-79.592325,-36.219654,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2537,747,1604,0
25.37,1447028.149000,6142014.763000,938197.448900,286.162548,-79.601199,-36.220442,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2538,747,1604,0
25.38,1447031.011000,6142013.967000,938197.086700,286.153165,-79.610082,-36.221235,-41.908921,7.582441,17.793776,16.430,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2539,747,1604,0
25.39,1447033.872000,6142013.171000,938196.724400,286.143814,-79.618973,-36.222032,-41.826187,7.572295,18.040929,16.343,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2540,747,1604,0
25.40,1447036.733000,6142012.375000,938196.362200,286.134495,-79.627871,-36.222832,-41.826187,7.572295,18.040929,16.343,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006120,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2541,747,1604,0
25.41,1447039.595000,6142011.578000,938196.000000,286.125207,-79.636778,-36.223636,-41.826187,7.572295,18.040929,16.343,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2542,747,1604,0
25.42,1447042.456000,6142010.782000,938195.637700,286.115952,-79.645692,-36.224444,-41.826187,7.572295,18.040929,16.343,-0.278113,0.177574,-0.278113,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016346,0.000116,1,1,1,0,1,1,1,1,0,2543,747,1604,0
25.43,1447045.317000,6142009.985000,938195.275500,286.106727,-79.654615,-36.225256,-41.826187,7.572295,18.040929,16.343,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2544,747,1604,0
25.44,1447048.178000,6142009.189000,938194.913200,286.097534,-79.663545,-36.226072,-41.826187,7.572295,18.040929,16.343,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2545,747,1604,0
25.45,1447051.039000,6142008.392000,938194.551000,286.088373,-79.672482,-36.226892,-41.826187,7.572295,18.040929,16.343,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2546,747,1604,0
25.46,1447053.900000,6142007.595000,938194.188700,286.079242,-79.681427,-36.227715,-41.826187,7.572295,18.040929,16.343,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2547,747,1604,0
25.47,1447056.760000,6142006.798000,938193.826400,286.070142,-79.690380,-36.228542,-41.826187,7.572295,18.040929,16.343,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2548,747,1604,0
25.48,1447059.621000,6142006.001000,938193.464100,286.061073,-79.699340,-36.229373,-41.826187,7.572295,18.040929,16.343,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2549,747,1604,0
25.49,1447062.481000,6142005.204000,938193.101800,286.052035,-79.708308,-36.230207,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2550,747,1604,0
25.50,1447065.342000,6142004.407000,938192.739500,286.043027,-79.717282,-36.231045,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2551,747,1604,0
25.51,1447068.202000,6142003.610000,938192.377200,286.034050,-79.726264,-36.231887,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177574,-0.278112,0.177574,0.336050,0.436489,6.283100,0.000727,-0.006121,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2552,747,1604,0
25.52,1447071.062000,6142002.812000,938192.014800,286.025102,-79.735253,-36.232732,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2553,747,1604,0
25.53,1447073.923000,6142002.015000,938191.652500,286.016185,-79.744249,-36.233581,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2554,747,1604,0
25.54,1447076.783000,6142001.217000,938191.290200,286.007297,-79.753253,-36.234433,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2555,747,1604,0
25.55,1447079.643000,6142000.420000,938190.927800,285.998439,-79.762263,-36.235289,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2556,747,1604,0
25.56,1447082.503000,6141999.622000,938190.565400,285.989611,-79.771279,-36.236149,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2557,747,1604,0
25.57,1447085.362000,6141998.824000,938190.203100,285.980812,-79.780303,-36.237012,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2558,747,1604,0
25.58,1447088.222000,6141998.026000,938189.840700,285.972043,-79.789334,-36.237878,-41.740363,7.562614,18.292620,16.257,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2559,747,1604,0
25.59,1447091.082000,6141997.228000,938189.478300,285.963302,-79.798371,-36.238748,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2560,747,1604,0
25.60,1447093.941000,6141996.430000,938189.115900,285.954590,-79.807414,-36.239621,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2561,747,1604,0
25.61,1447096.801000,6141995.632000,938188.753500,285.945908,-79.816464,-36.240498,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2562,747,1604,0
25.62,1447099.660000,6141994.834000,938188.391100,285.937253,-79.825521,-36.241377,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2563,747,1604,0
25.63,1447102.519000,6141994.036000,938188.028700,285.928628,-79.834584,-36.242261,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006122,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2564,747,1604,0
25.64,1447105.379000,6141993.237000,938187.666200,285.920030,-79.843653,-36.243147,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2565,747,1604,0
25.65,1447108.238000,6141992.439000,938187.303800,285.911461,-79.852728,-36.244037,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000727,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2566,747,1604,0
25.66,1447111.097000,6141991.640000,938186.941400,285.902920,-79.861810,-36.244930,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2567,747,1604,0
25.67,1447113.956000,6141990.841000,938186.578900,285.894406,-79.870898,-36.245827,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2568,747,1604,0
25.68,1447116.814000,6141990.042000,938186.216400,285.885920,-79.879991,-36.246726,-41.651244,7.553374,18.548957,16.170,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2569,747,1604,0
25.69,1447119.673000,6141989.244000,938185.854000,285.877462,-79.889091,-36.247629,-41.558650,7.544554,18.810031,16.083,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2570,747,1604,0
25.70,1447122.532000,6141988.445000,938185.491500,285.869031,-79.898197,-36.248535,-41.558650,7.544554,18.810031,16.083,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2571,747,1604,0
25.71,1447125.391000,6141987.646000,938185.129000,285.860627,-79.907308,-36.249444,-41.558650,7.544554,18.810031,16.083,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2572,747,1604,0
25.72,1447128.249000,6141986.846000,938184.766500,285.852251,-79.916425,-36.250356,-41.558650,7.544554,18.810031,16.083,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2573,747,1604,0
25.73,1447131.108000,6141986.047000,938184.404000,285.843901,-79.925548,-36.251272,-41.558650,7.544554,18.810031,16.083,-0.278112,0.177575,-0.278112,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016345,0.000116,1,1,1,0,1,1,1,1,0,2574,747,1604,0
25.74,1447133.966000,6141985.248000,938184.041400,285.835577,-79.934676,-36.252190,-41.558650,7.544554,18.810031,16.083,-0.278111,0.177575,-0.278111,0.177575,0.336050,0.436489,6.283100,0.000728,-0.006123,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2575,747,1604,0
25.75,1447136.824000,6141984.448000,938183.678900,285.827280,-79.943810,-36.253111,-41.558650,7.544554,18.810031,16.083,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2576,747,1604,0
25.76,1447139.682000,6141983.649000,938183.316400,285.819010,-79.952949,-36.254036,-41.558650,7.544554,18.810031,16.083,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2577,747,1604,0
25.77,1447142.540000,6141982.849000,938182.953800,285.810766,-79.962094,-36.254963,-41.558650,7.544554,18.810031,16.083,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2578,747,1604,0
25.78,1447145.398000,6141982.049000,938182.591300,285.802547,-79.971244,-36.255893,-41.558650,7.544554,18.810031,16.083,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2579,747,1604,0
25.79,1447148.256000,6141981.250000,938182.228700,285.794355,-79.980400,-36.256827,-41.462420,7.536127,19.075915,15.997,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2580,747,1604,0
25.80,1447151.114000,6141980.450000,938181.866100,285.786188,-79.989560,-36.257763,-41.462420,7.536127,19.075915,15.997,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2581,747,1604,0
25.81,1447153.972000,6141979.650000,938181.503500,285.778047,-79.998726,-36.258702,-41.462420,7.536127,19.075915,15.997,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2582,747,1604,0
25.82,1447156.830000,6141978.850000,938181.140900,285.769931,-80.007897,-36.259644,-41.462420,7.536127,19.075915,15.997,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2583,747,1604,0
25.83,1447159.687000,6141978.050000,938180.778300,285.761840,-80.017073,-36.260589,-41.462420,7.536127,19.075915,15.997,-0.278111,0.177576,-0.278111,0.177576,0.336050,0.436489,6.283100,0.000728,-0.006124,0.016344,0.000116,1,1,1,0,1,1,1,1,0,2584,747,1604,0
