time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,accel_x,accel_y,accel_z,gyro_p,gyro_q,gyro_r,roll_rate_rps,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
27.93,1447758.216,6141807.95,938104.399,284.282756,-81.970218,-36.480816,-38.199677,7.396598,25.941057,14.199,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.289217,-20.493377,0,0.000733,-0.006142,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2794,747,1604,0
27.94,1447761.058,6141807.13,938104.0342,284.274847,-81.979342,-36.481767,-38.199677,7.396598,25.941057,14.199,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.289,-20.479456,0,0.000733,-0.006142,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2795,747,1604,0
27.95,1447763.901,6141806.31,938103.6694,284.266909,-81.988464,-36.482714,-38.199677,7.396598,25.941057,14.199,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.288784,-20.465535,0,0.000733,-0.006142,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2796,747,1604,0
27.96,1447766.744,6141805.49,938103.3045,284.258941,-81.997581,-36.483658,-38.199677,7.396598,25.941057,14.199,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.288567,-20.451618,0,0.000733,-0.006142,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2797,747,1604,0
27.97,1447769.586,6141804.67,938102.9397,284.250944,-82.006696,-36.4846,-38.199677,7.396598,25.941057,14.199,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.288351,-20.437701,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2798,747,1604,0
27.98,1447772.429,6141803.85,938102.5748,284.242916,-82.015807,-36.485539,-38.199677,7.396598,25.941057,14.199,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.288137,-20.423787,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2799,747,1604,0
27.99,1447775.271,6141803.029,938102.21,284.234857,-82.024914,-36.486474,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.287924,-20.409873,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2800,747,1604,0
28,1447778.113,6141802.209,938101.8451,284.226768,-82.034018,-36.487407,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.287711,-20.395962,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2801,747,1604,0
28.01,1447780.955,6141801.389,938101.4802,284.218647,-82.043119,-36.488336,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.287501,-20.382054,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2802,747,1604,0
28.02,1447783.797,6141800.568,938101.1153,284.210494,-82.052216,-36.489263,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.287291,-20.368147,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2803,747,1604,0
28.03,1447786.639,6141799.748,938100.7504,284.202309,-82.061309,-36.490186,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.287081,-20.354239,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2804,747,1604,0
28.04,1447789.481,6141798.927,938100.3855,284.194092,-82.070399,-36.491106,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.286871,-20.340335,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2805,747,1604,0
28.05,1447792.323,6141798.106,938100.0206,284.185842,-82.079486,-36.492023,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.286664,-20.326431,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2806,747,1604,0
28.06,1447795.165,6141797.285,938099.6557,284.177559,-82.088569,-36.492936,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.286458,-20.31253,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2807,747,1604,0
28.07,1447798.007,6141796.464,938099.2907,284.169243,-82.097649,-36.493847,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177585,-0.278104,0.177585,0.33605,0.436489,6.2831,-26.286251,-20.298629,0,0.000733,-0.006143,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2808,747,1604,0
28.08,1447800.848,6141795.643,938098.9258,284.160892,-82.106725,-36.494754,-37.963562,7.388707,26.336808,14.116,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.286047,-20.284732,0,0.000733,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2809,747,1604,0
28.09,1447803.69,6141794.822,938098.5608,284.152508,-82.115797,-36.495658,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.285844,-20.270834,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2810,747,1604,0
28.1,1447806.531,6141794.001,938098.1959,284.144089,-82.124867,-36.496559,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.285641,-20.25694,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2811,747,1604,0
28.11,1447809.373,6141793.179,938097.8309,284.135635,-82.133932,-36.497456,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.285437,-20.243045,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2812,747,1604,0
28.12,1447812.214,6141792.358,938097.4659,284.127145,-82.142994,-36.49835,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.285234,-20.229154,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2813,747,1604,0
28.13,1447815.055,6141791.536,938097.1009,284.118621,-82.152053,-36.49924,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.285034,-20.215263,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2814,747,1604,0
28.14,1447817.896,6141790.715,938096.7359,284.11006,-82.161108,-36.500127,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.284834,-20.201375,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2815,747,1604,0
28.15,1447820.737,6141789.893,938096.3709,284.101463,-82.17016,-36.501011,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.284637,-20.187488,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2816,747,1604,0
28.16,1447823.578,6141789.071,938096.0059,284.092829,-82.179208,-36.501891,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.284437,-20.173603,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2817,747,1604,0
28.17,1447826.419,6141788.249,938095.6408,284.084158,-82.188252,-36.502768,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.28424,-20.159718,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2818,747,1604,0
28.18,1447829.26,6141787.427,938095.2758,284.07545,-82.197293,-36.503641,-37.717886,7.380385,26.739506,14.033,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.284043,-20.145834,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2819,747,1604,0
28.19,1447832.1,6141786.605,938094.9108,284.066704,-82.206331,-36.50451,-37.462421,7.371584,27.149154,13.951,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.283846,-20.131953,0,0.000734,-0.006144,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2820,747,1604,0
28.2,1447834.941,6141785.783,938094.5457,284.05792,-82.215365,-36.505376,-37.462421,7.371584,27.149154,13.951,-0.278104,0.177586,-0.278104,0.177586,0.33605,0.436489,6.2831,-26.283649,-20.118075,0,0.000734,-0.006145,0.016337,0.000117,1,1,1,0,1,1,1,1,0,2821,747,1604,0
28.21,1447837.781,6141784.961,938094.1807,284.049098,-82.224395,-36.506238,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.283456,-20.104197,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2822,747,1604,0
28.22,1447840.622,6141784.139,938093.8156,284.040236,-82.233422,-36.507097,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.283262,-20.090319,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2823,747,1604,0
28.23,1447843.462,6141783.316,938093.4505,284.031336,-82.242446,-36.507952,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.283068,-20.076444,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2824,747,1604,0
28.24,1447846.302,6141782.494,938093.0854,284.022395,-82.251466,-36.508803,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.282875,-20.06257,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2825,747,1604,0
28.25,1447849.143,6141781.671,938092.7203,284.013415,-82.260482,-36.50965,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.282685,-20.048698,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2826,747,1604,0
28.26,1447851.983,6141780.848,938092.3552,284.004395,-82.269495,-36.510494,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.282491,-20.03483,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2827,747,1604,0
28.27,1447854.823,6141780.026,938091.9901,283.995334,-82.278505,-36.511334,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.282301,-20.020959,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2828,747,1604,0
28.28,1447857.662,6141779.203,938091.625,283.986232,-82.287511,-36.51217,-37.462421,7.371584,27.149154,13.951,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.28211,-20.007091,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2829,747,1604,0
28.29,1447860.502,6141778.38,938091.2598,283.977088,-82.296513,-36.513002,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.28192,-19.993226,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2830,747,1604,0
28.3,1447863.342,6141777.557,938090.8947,283.967903,-82.305512,-36.51383,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.281733,-19.979361,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2831,747,1604,0
28.31,1447866.181,6141776.734,938090.5296,283.958675,-82.314508,-36.514654,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177586,-0.278103,0.177586,0.33605,0.436489,6.2831,-26.281543,-19.965499,0,0.000734,-0.006145,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2832,747,1604,0
28.32,1447869.021,6141775.91,938090.1644,283.949405,-82.3235,-36.515475,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.281356,-19.951638,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2833,747,1604,0
28.33,1447871.86,6141775.087,938089.7992,283.940092,-82.332489,-36.516291,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.281169,-19.937776,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2834,747,1604,0
28.34,1447874.7,6141774.264,938089.4341,283.930736,-82.341474,-36.517104,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.280982,-19.923918,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2835,747,1604,0
28.35,1447877.539,6141773.44,938089.0689,283.921336,-82.350455,-36.517912,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.280798,-19.910063,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2836,747,1604,0
28.36,1447880.378,6141772.617,938088.7037,283.911892,-82.359434,-36.518716,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.280611,-19.896208,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2837,747,1604,0
28.37,1447883.217,6141771.793,938088.3385,283.902403,-82.368409,-36.519517,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.280427,-19.882353,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2838,747,1604,0
28.38,1447886.056,6141770.969,938087.9733,283.89287,-82.37738,-36.520313,-37.196767,7.362256,27.565896,13.869,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.280244,-19.868501,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2839,747,1604,0
28.39,1447888.895,6141770.145,938087.6081,283.883292,-82.386348,-36.521105,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.28006,-19.85465,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2840,747,1604,0
28.4,1447891.734,6141769.321,938087.2429,283.873668,-82.395313,-36.521893,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.279876,-19.840801,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2841,747,1604,0
28.41,1447894.572,6141768.497,938086.8777,283.863998,-82.404274,-36.522676,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.279692,-19.826953,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2842,747,1604,0
28.42,1447897.411,6141767.673,938086.5124,283.854282,-82.413232,-36.523456,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.279512,-19.813104,0,0.000734,-0.006146,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2843,747,1604,0
28.43,1447900.249,6141766.849,938086.1472,283.844519,-82.422186,-36.524231,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.279328,-19.799259,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2844,747,1604,0
28.44,1447903.087,6141766.025,938085.7819,283.834709,-82.431137,-36.525002,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.279148,-19.785417,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2845,747,1604,0
28.45,1447905.926,6141765.2,938085.4167,283.824851,-82.440085,-36.525768,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.278967,-19.771575,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2846,747,1604,0
28.46,1447908.764,6141764.376,938085.0514,283.814946,-82.449029,-36.526531,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.278787,-19.757734,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2847,747,1604,0
28.47,1447911.602,6141763.551,938084.6861,283.804992,-82.45797,-36.527288,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.278606,-19.743895,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2848,747,1604,0
28.48,1447914.44,6141762.726,938084.3208,283.79499,-82.466908,-36.528042,-36.92069,7.352351,27.989725,13.787,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.278426,-19.730056,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2849,747,1604,0
28.49,1447917.278,6141761.902,938083.9556,283.784939,-82.475842,-36.528791,-36.633831,7.34182,28.420742,13.706,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.278246,-19.716218,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2850,747,1604,0
28.5,1447920.115,6141761.077,938083.5903,283.774838,-82.484773,-36.529535,-36.633831,7.34182,28.420742,13.706,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.278068,-19.702383,0,0.000734,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2851,747,1604,0
28.51,1447922.953,6141760.252,938083.225,283.764688,-82.493701,-36.530275,-36.633831,7.34182,28.420742,13.706,-0.278103,0.177587,-0.278103,0.177587,0.33605,0.436489,6.2831,-26.277891,-19.688551,0,0.000735,-0.006147,0.016336,0.000117,1,1,1,0,1,1,1,1,0,2852,747,1604,0
28.52,1447925.791,6141759.427,938082.8597,283.754487,-82.502625,-36.531011,-36.633831,7.34182,28.420742,13.706,-0.278102,0.177587,-0.278102,0.177587,0.33605,0.436489,6.2831,-26.277711,-19.674718,0,0.000735,-0.006147,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2853,747,1604,0
28.53,1447928.628,6141758.602,938082.4943,283.744236,-82.511546,-36.531742,-36.633831,7.34182,28.420742,13.706,-0.278102,0.177587,-0.278102,0.177587,0.33605,0.436489,6.2831,-26.277534,-19.660886,0,0.000735,-0.006147,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2854,747,1604,0
28.54,1447931.465,6141757.777,938082.129,283.733934,-82.520464,-36.532469,-36.633831,7.34182,28.420742,13.706,-0.278102,0.177587,-0.278102,0.177587,0.33605,0.436489,6.2831,-26.277356,-19.647058,0,0.000735,-0.006147,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2855,747,1604,0
28.55,1447934.303,6141756.951,938081.7637,283.72358,-82.529379,-36.53319,-36.633831,7.34182,28.420742,13.706,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.277179,-19.633229,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2856,747,1604,0
28.56,1447937.14,6141756.126,938081.3983,283.713175,-82.53829,-36.533908,-36.633831,7.34182,28.420742,13.706,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.277002,-19.619404,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2857,747,1604,0
28.57,1447939.977,6141755.3,938081.033,283.702717,-82.547199,-36.53462,-36.633831,7.34182,28.420742,13.706,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.276828,-19.605578,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2858,747,1604,0
28.58,1447942.814,6141754.475,938080.6676,283.692207,-82.556104,-36.535328,-36.633831,7.34182,28.420742,13.706,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.276651,-19.591756,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2859,747,1604,0
28.59,1447945.651,6141753.649,938080.3023,283.681644,-82.565005,-36.536031,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.276474,-19.57793,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2860,747,1604,0
28.6,1447948.487,6141752.823,938079.9369,283.671027,-82.573904,-36.53673,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.2763,-19.564112,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2861,747,1604,0
28.61,1447951.324,6141751.998,938079.5715,283.660357,-82.5828,-36.537423,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.276123,-19.550293,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2862,747,1604,0
28.62,1447954.16,6141751.172,938079.2062,283.649633,-82.591692,-36.538112,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.275949,-19.536474,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2863,747,1604,0
28.63,1447956.997,6141750.346,938078.8408,283.638854,-82.600582,-36.538796,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.275775,-19.522655,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2864,747,1604,0
28.64,1447959.833,6141749.52,938078.4754,283.62802,-82.609468,-36.539475,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.275601,-19.508842,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2865,747,1604,0
28.65,1447962.669,6141748.693,938078.11,283.617131,-82.618351,-36.54015,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.275427,-19.495027,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2866,747,1604,0
28.66,1447965.505,6141747.867,938077.7446,283.606186,-82.627231,-36.540819,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.275253,-19.481215,0,0.000735,-0.006148,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2867,747,1604,0
28.67,1447968.341,6141747.041,938077.3791,283.595184,-82.636108,-36.541484,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.27508,-19.467402,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2868,747,1604,0
28.68,1447971.177,6141746.214,938077.0137,283.584127,-82.644982,-36.542143,-36.335939,7.33061,28.85896,13.625,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.274906,-19.453593,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2869,747,1604,0
28.69,1447974.013,6141745.388,938076.6483,283.573012,-82.653853,-36.542798,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.274732,-19.439784,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2870,747,1604,0
28.7,1447976.848,6141744.561,938076.2829,283.56184,-82.662722,-36.543447,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.274558,-19.425978,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2871,747,1604,0
28.71,1447979.684,6141743.734,938075.9174,283.550609,-82.671587,-36.544091,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.274384,-19.412173,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2872,747,1604,0
28.72,1447982.519,6141742.908,938075.552,283.539321,-82.680449,-36.544731,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.274213,-19.398367,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2873,747,1604,0
28.73,1447985.355,6141742.081,938075.1865,283.527974,-82.689308,-36.545365,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.27404,-19.384564,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2874,747,1604,0
28.74,1447988.19,6141741.254,938074.8211,283.516568,-82.698165,-36.545994,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.273866,-19.370762,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2875,747,1604,0
28.75,1447991.025,6141740.427,938074.4556,283.505103,-82.707018,-36.546618,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.273695,-19.356963,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2876,747,1604,0
28.76,1447993.86,6141739.6,938074.0901,283.493577,-82.715869,-36.547237,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.273521,-19.343163,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2877,747,1604,0
28.77,1447996.695,6141738.772,938073.7246,283.481992,-82.724717,-36.54785,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.273351,-19.329364,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2878,747,1604,0
28.78,1447999.529,6141737.945,938073.3592,283.470346,-82.733562,-36.548458,-36.026646,7.318671,29.304459,13.545,-0.278102,0.177588,-0.278102,0.177588,0.33605,0.436489,6.2831,-26.273177,-19.315568,0,0.000735,-0.006149,0.016335,0.000117,1,1,1,0,1,1,1,1,0,2879,747,1604,0
