missiontime,ecef_Pos_X,ecef_Pos_Y,ecef_Pos_Z,ecef_Vel_X,ecef_Vel_Y,ecef_Vel_Z,gps_week,gps_tow,Acc_X,Acc_Y,Acc_Z,Gyro_p, Gyro_q, Gyro_r, Roll, Pitch, Yaw, rollRPS,bmx,bmy,bmz,deltaVx,deltaVy,deltaVz,deltaThetaX,deltaThetaY,deltaThetaZ
26.33,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.014698,140.366987,37.319999,-0.033334,0.031955,0,0,0,0
26.34,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.014604,140.36655,37.31987,-0.033334,0.031955,0,0,0,0
26.35,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.01451,140.366112,37.319742,-0.033334,0.031955,0,0,0,0
26.36,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.014416,140.365674,37.319614,-0.033334,0.031955,0,0,0,0
26.37,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.014322,140.365236,37.319486,-0.033334,0.031955,0,0,0,0
26.38,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.014228,140.364799,37.319357,-0.033334,0.031955,0,0,0,0
26.39,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.014133,140.364361,37.319229,-0.033334,0.031955,0,0,0,0
26.4,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.014039,140.363923,37.319101,-0.033334,0.031955,0,0,0,0
26.41,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013944,140.363486,37.318972,-0.033334,0.031955,0,0,0,0
26.42,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013849,140.363048,37.318844,-0.033334,0.031955,0,0,0,0
26.43,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013754,140.36261,37.318716,-0.033334,0.031955,0,0,0,0
26.44,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013659,140.362172,37.318588,-0.033334,0.031955,0,0,0,0
26.45,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013564,140.361735,37.318459,-0.033334,0.031955,0,0,0,0
26.46,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013469,140.361297,37.318331,-0.033334,0.031955,0,0,0,0
26.47,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013374,140.360859,37.318203,-0.033334,0.031955,0,0,0,0
26.48,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013278,140.360421,37.318075,-0.033334,0.031955,0,0,0,0
26.49,-1199884.715,-6194046.259,949644.9084,-464.131815,23.490015,250.966577,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013183,140.359984,37.317946,-0.033334,0.031955,0,0,0,0
26.5,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-3.333389,3.195489,0.000003,0,0,0,0.094098,0.436332,0,0,381.013087,140.359546,37.317818,-0.033334,0.031955,0,0,0,0
26.51,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012992,140.359108,37.31769,-0.025594,0.024188,0,0,0,0
26.52,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012896,140.35867,37.317561,-0.025594,0.024188,0,0,0,0
26.53,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.0128,140.358232,37.317433,-0.025594,0.024188,0,0,0,0
26.54,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012704,140.357795,37.317305,-0.025594,0.024188,0,0,0,0
26.55,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012608,140.357357,37.317177,-0.025594,0.024188,0,0,0,0
26.56,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012512,140.356919,37.317048,-0.025594,0.024188,0,0,0,0
26.57,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012416,140.356481,37.31692,-0.025594,0.024188,0,0,0,0
26.58,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.01232,140.356043,37.316792,-0.025594,0.024188,0,0,0,0
26.59,-1199887.223,-6194059.148,949695.0785,-464.302741,22.612251,250.734228,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012223,140.355606,37.316663,-0.025594,0.024188,0,0,0,0
26.6,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.559449,2.41877,0.000003,0,0,0,0.094098,0.436332,0,0,381.012127,140.355168,37.316535,-0.025594,0.024188,0,0,0,0
26.61,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.012031,140.35473,37.316407,-0.021899,0.020583,0,0,0,0
26.62,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011934,140.354292,37.316278,-0.021899,0.020583,0,0,0,0
26.63,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011838,140.353854,37.31615,-0.021899,0.020583,0,0,0,0
26.64,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011741,140.353417,37.316022,-0.021899,0.020583,0,0,0,0
26.65,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011644,140.352979,37.315894,-0.021899,0.020583,0,0,0,0
26.66,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011547,140.352541,37.315765,-0.021899,0.020583,0,0,0,0
26.67,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011451,140.352103,37.315637,-0.021899,0.020583,0,0,0,0
26.68,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011354,140.351665,37.315509,-0.021899,0.020583,0,0,0,0
26.69,-1199888.489,-6194065.653,949720.1474,-464.367973,22.277882,250.644415,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.011257,140.351227,37.31538,-0.021899,0.020583,0,0,0,0
26.7,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-2.189889,2.058277,0.000003,0,0,0,0.094098,0.436332,0,0,381.01116,140.350789,37.315252,-0.021899,0.020583,0,0,0,0
26.71,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.011063,140.350352,37.315124,-0.018281,0.017103,0,0,0,0
26.72,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010965,140.349914,37.314995,-0.018281,0.017103,0,0,0,0
26.73,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010868,140.349476,37.314867,-0.018281,0.017103,0,0,0,0
26.74,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010771,140.349038,37.314739,-0.018281,0.017103,0,0,0,0
26.75,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010674,140.3486,37.31461,-0.018281,0.017103,0,0,0,0
26.76,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010576,140.348162,37.314482,-0.018281,0.017103,0,0,0,0
26.77,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010479,140.347724,37.314354,-0.018281,0.017103,0,0,0,0
26.78,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010381,140.347287,37.314226,-0.018281,0.017103,0,0,0,0
26.79,-1199889.76,-6194072.19,949745.208,-464.423695,21.992641,250.567373,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010284,140.346849,37.314097,-0.018281,0.017103,0,0,0,0
26.8,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.828112,1.710267,0.000003,0,0,0,0.094098,0.436332,0,0,381.010186,140.346411,37.313969,-0.018281,0.017103,0,0,0,0
26.81,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.010088,140.345973,37.313841,-0.014743,0.013739,0,0,0,0
26.82,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009991,140.345535,37.313712,-0.014743,0.013739,0,0,0,0
26.83,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009893,140.345097,37.313584,-0.014743,0.013739,0,0,0,0
26.84,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009795,140.344659,37.313456,-0.014743,0.013739,0,0,0,0
26.85,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009697,140.344221,37.313327,-0.014743,0.013739,0,0,0,0
26.86,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.0096,140.343783,37.313199,-0.014743,0.013739,0,0,0,0
26.87,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009502,140.343346,37.313071,-0.014743,0.013739,0,0,0,0
26.88,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009404,140.342908,37.312942,-0.014743,0.013739,0,0,0,0
26.89,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009306,140.34247,37.312814,-0.014743,0.013739,0,0,0,0
26.9,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009208,140.342032,37.312686,-0.014743,0.013739,0,0,0,0
26.91,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009109,140.341594,37.312557,-0.014743,0.013739,0,0,0,0
26.92,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.009011,140.341156,37.312429,-0.014743,0.013739,0,0,0,0
26.93,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.008913,140.340718,37.312301,-0.014743,0.013739,0,0,0,0
26.94,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.008815,140.34028,37.312172,-0.014743,0.013739,0,0,0,0
26.95,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.008717,140.339842,37.312044,-0.014743,0.013739,0,0,0,0
26.96,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.008618,140.339404,37.311916,-0.014743,0.013739,0,0,0,0
26.97,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.00852,140.338967,37.311787,-0.014743,0.013739,0,0,0,0
26.98,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.008422,140.338529,37.311659,-0.014743,0.013739,0,0,0,0
26.99,-1199891.037,-6194078.752,949770.2615,-464.470178,21.755129,250.502917,2384,388863,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.008323,140.338091,37.311531,-0.014743,0.013739,0,0,0,0
27,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-1.47431,1.373937,0.000003,0,0,0,0.094098,0.436332,0,0,381.008225,140.337653,37.311402,-0.014743,0.013739,0,0,0,0
27.01,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.008126,140.337215,37.311274,-0.0078,0.007224,0,0,0,0
27.02,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.008028,140.336777,37.311146,-0.0078,0.007224,0,0,0,0
27.03,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.007929,140.336339,37.311017,-0.0078,0.007224,0,0,0,0
27.04,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.00783,140.335901,37.310889,-0.0078,0.007224,0,0,0,0
27.05,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.007732,140.335463,37.310761,-0.0078,0.007224,0,0,0,0
27.06,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.007633,140.335025,37.310632,-0.0078,0.007224,0,0,0,0
27.07,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.007534,140.334587,37.310504,-0.0078,0.007224,0,0,0,0
27.08,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.007436,140.334149,37.310376,-0.0078,0.007224,0,0,0,0
27.09,-1200345.296,-6194004.422,949820.3517,-464.543628,21.406742,250.398765,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.007337,140.333711,37.310248,-0.0078,0.007224,0,0,0,0
27.1,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.780026,0.722397,0.000002,0,0,0,0.094098,0.436332,0,0,381.007238,140.333274,37.310119,-0.0078,0.007224,0,0,0,0
27.11,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.007139,140.332836,37.309991,-0.004512,0.004172,0,0,0,0
27.12,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.007041,140.332398,37.309863,-0.004512,0.004172,0,0,0,0
27.13,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.006942,140.33196,37.309734,-0.004512,0.004172,0,0,0,0
27.14,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.006843,140.331522,37.309606,-0.004512,0.004172,0,0,0,0
27.15,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.006744,140.331084,37.309478,-0.004512,0.004172,0,0,0,0
27.16,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.006645,140.330646,37.309349,-0.004512,0.004172,0,0,0,0
27.17,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.006547,140.330208,37.309221,-0.004512,0.004172,0,0,0,0
27.18,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.006448,140.32977,37.309093,-0.004512,0.004172,0,0,0,0
27.19,-1200346.583,-6194011.039,949845.3902,-464.563642,21.305998,250.371132,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.006349,140.329332,37.308964,-0.004512,0.004172,0,0,0,0
27.2,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.451183,0.417161,0.000002,0,0,0,0.094098,0.436332,0,0,381.00625,140.328894,37.308836,-0.004512,0.004172,0,0,0,0
27.21,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.006151,140.328456,37.308708,-0.001308,0.001208,0,0,0,0
27.22,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.006052,140.328018,37.308579,-0.001308,0.001208,0,0,0,0
27.23,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.005953,140.32758,37.308451,-0.001308,0.001208,0,0,0,0
27.24,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.005854,140.327143,37.308323,-0.001308,0.001208,0,0,0,0
27.25,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.005755,140.326705,37.308194,-0.001308,0.001208,0,0,0,0
27.26,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.005656,140.326267,37.308066,-0.001308,0.001208,0,0,0,0
27.27,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.005558,140.325829,37.307938,-0.001308,0.001208,0,0,0,0
27.28,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.005459,140.325391,37.307809,-0.001308,0.001208,0,0,0,0
27.29,-1200347.873,-6194017.664,949870.4265,-464.575413,21.247816,250.355137,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.00536,140.324953,37.307681,-0.001308,0.001208,0,0,0,0
27.3,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,-0.130757,0.120782,0.000002,0,0,0,0.094098,0.436332,0,0,381.005261,140.324515,37.307553,-0.001308,0.001208,0,0,0,0
27.31,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.005162,140.324077,37.307424,0.001812,-0.001673,0,0,0,0
27.32,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.005063,140.323639,37.307296,0.001812,-0.001673,0,0,0,0
27.33,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004964,140.323201,37.307168,0.001812,-0.001673,0,0,0,0
27.34,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004865,140.322763,37.307039,0.001812,-0.001673,0,0,0,0
27.35,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004766,140.322325,37.306911,0.001812,-0.001673,0,0,0,0
27.36,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004667,140.321887,37.306783,0.001812,-0.001673,0,0,0,0
27.37,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004568,140.321449,37.306654,0.001812,-0.001673,0,0,0,0
27.38,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004469,140.321012,37.306526,0.001812,-0.001673,0,0,0,0
27.39,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.00437,140.320574,37.306398,0.001812,-0.001673,0,0,0,0
27.4,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004272,140.320136,37.306269,0.001812,-0.001673,0,0,0,0
27.41,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004173,140.319698,37.306141,0.001812,-0.001673,0,0,0,0
27.42,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.004074,140.31926,37.306013,0.001812,-0.001673,0,0,0,0
27.43,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003975,140.318822,37.305884,0.001812,-0.001673,0,0,0,0
27.44,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003876,140.318384,37.305756,0.001812,-0.001673,0,0,0,0
27.45,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003777,140.317946,37.305628,0.001812,-0.001673,0,0,0,0
27.46,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003678,140.317508,37.305499,0.001812,-0.001673,0,0,0,0
27.47,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003579,140.31707,37.305371,0.001812,-0.001673,0,0,0,0
27.48,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003481,140.316632,37.305243,0.001812,-0.001673,0,0,0,0
27.49,-1200349.163,-6194024.293,949895.4618,-464.579166,21.231029,250.350499,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003382,140.316195,37.305114,0.001812,-0.001673,0,0,0,0
27.5,-1200351.743,-6194037.549,949945.5332,-464.571071,21.277999,250.363355,2384,388864,0.181213,-0.167343,0.000002,0,0,0,0.094098,0.436332,0,0,381.003283,140.315757,37.304986,0.001812,-0.001673,0,0,0,0
27.51,-1200351.743,-6194037.549,949945.5332,-464.571071,21.277999,250.363355,2384,388864,0.789865,-0.729966,0.000002,0,0,0,0.094098,0.436332,0,0,381.003184,140.315319,37.304858,0.007899,-0.0073,0,0,0,0
