missiontime,ecef_Pos_X,ecef_Pos_Y,ecef_Pos_Z,ecef_Vel_X,ecef_Vel_Y,ecef_Vel_Z,gps_week,gps_tow,Acc_X,Acc_Y,Acc_Z,Gyro_p, Gyro_q, Gyro_r, Roll, Pitch, Yaw, rollRPS,bmx,bmy,bmz,deltaVx,deltaVy,deltaVz,deltaThetaX,deltaThetaY,deltaThetaZ
16.86,-1195366.472,-6194916.655,947067.2431,-446.812358,113.070962,299.744471,2384,388853,-8.232321,-10.842131,0.000001,11.186774,0,0,4.272301,0.436332,0,1.78043,380.96354,-54.859146,-134.946467,-0.082323,-0.108421,0,0.111868,0,0
16.87,-1195366.472,-6194916.655,947067.2431,-446.812358,113.070962,299.744471,2384,388853,-8.230492,-10.8359,0.000001,11.155769,0,0,4.383859,0.436332,0,1.775496,380.963664,-39.45143,-140.226673,-0.082305,-0.108359,0,0.111558,0,0
16.88,-1195366.472,-6194916.655,947067.2431,-446.812358,113.070962,299.744471,2384,388853,-8.228667,-10.829674,0.000001,11.124463,0,0,4.495104,0.436332,0,1.770513,380.963788,-23.595193,-143.746521,-0.082287,-0.108297,0,0.111245,0,0
16.89,-1195366.472,-6194916.655,947067.2431,-446.812358,113.070962,299.744471,2384,388853,-8.226847,-10.823453,0.000001,11.092858,0,0,4.606032,0.436332,0,1.765483,380.963913,-7.491264,-145.476929,-0.082268,-0.108235,0,0.110929,0,0
16.9,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.225032,-10.817238,0.000001,11.060957,0,0,4.716642,0.436332,0,1.760406,380.964038,8.659213,-145.411604,-0.08225,-0.108172,0,0.11061,0,0
16.91,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.223221,-10.811027,0.000001,11.028761,0,0,4.826929,0.436332,0,1.755282,380.964163,24.657343,-143.566683,-0.082232,-0.10811,0,0.110288,0,0
16.92,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.221415,-10.804821,0.000001,10.996272,0,0,4.936892,0.436332,0,1.750111,380.964288,40.308941,-139.980094,-0.082214,-0.108048,0,0.109963,0,0
16.93,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.219615,-10.79862,0.000001,10.963493,0,0,5.046527,0.436332,0,1.744894,380.964413,55.426881,-134.71065,-0.082196,-0.107986,0,0.109635,0,0
16.94,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.217818,-10.792424,0.000001,10.930425,0,0,5.155831,0.436332,0,1.739631,380.964538,69.833288,-127.836891,-0.082178,-0.107924,0,0.109304,0,0
16.95,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.216027,-10.786233,0.000001,10.89707,0,0,5.264802,0.436332,0,1.734323,380.964664,83.361564,-119.455721,-0.08216,-0.107862,0,0.108971,0,0
16.96,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.214241,-10.780047,0.000001,10.86343,0,0,5.373436,0.436332,0,1.728969,380.964789,95.858214,-109.680825,-0.082142,-0.1078,0,0.108634,0,0
16.97,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.212459,-10.773866,0.000001,10.829508,0,0,5.481731,0.436332,0,1.72357,380.964915,107.184458,-98.640932,-0.082125,-0.107739,0,0.108295,0,0
16.98,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.210682,-10.76769,0.000001,10.795306,0,0,5.589684,0.436332,0,1.718126,380.965041,117.217621,-86.477926,-0.082107,-0.107677,0,0.107953,0,0
16.99,-1195365.971,-6194914.02,947097.166,-446.643289,113.945046,298.713495,2384,388853,-8.208909,-10.761519,0.000001,10.760825,0,0,5.697293,0.436332,0,1.712639,380.965167,125.852282,-73.344847,-0.082089,-0.107615,0,0.107608,0,0
17,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.207142,-10.755353,0.000001,10.726068,0,0,5.804553,0.436332,0,1.707107,380.965294,133.001177,-59.4038,-0.082071,-0.107554,0,0.107261,0,0
17.01,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.205379,-10.749192,0.000001,10.691037,0,0,5.911464,0.436332,0,1.701531,380.96542,138.595855,-44.823817,-0.082054,-0.107492,0,0.10691,0,0
17.02,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.203621,-10.743036,0.000001,10.655734,0,0,6.018021,0.436332,0,1.695913,380.965547,142.587085,-29.778686,-0.082036,-0.10743,0,0.106557,0,0
17.03,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.201867,-10.736884,0.000001,10.620162,0,0,6.124223,0.436332,0,1.690251,380.965673,144.945011,-14.444785,-0.082019,-0.107369,0,0.106202,0,0
17.04,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.200119,-10.730737,0.000001,10.584322,0,0,6.230066,0.436332,0,1.684547,380.9658,145.659079,1.001059,-0.082001,-0.107307,0,0.105843,0,0
17.05,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.198375,-10.724596,0.000001,10.548216,0,0,0.052363,0.436332,0,1.678801,380.965927,144.737717,16.383648,-0.081984,-0.107246,0,0.105482,0,0
17.06,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.196635,-10.718459,0.000001,10.511848,0,0,0.157481,0.436332,0,1.673013,380.966055,142.207811,31.531424,-0.081966,-0.107185,0,0.105118,0,0
17.07,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.1949,-10.712327,0.000001,10.475218,0,0,0.262233,0.436332,0,1.667183,380.966182,138.113962,46.278366,-0.081949,-0.107123,0,0.104752,0,0
17.08,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.19317,-10.7062,0.000001,10.43833,0,0,0.366617,0.436332,0,1.661312,380.966309,132.517565,60.465779,-0.081932,-0.107062,0,0.104383,0,0
17.09,-1195817.187,-6194824.116,947126.986,-446.466287,114.849375,297.688468,2384,388854,-8.191445,-10.700078,0.000001,10.401186,0,0,0.470629,0.436332,0,1.6554,380.966437,125.495707,73.943928,-0.081914,-0.107001,0,0.104012,0,0
17.1,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.189724,-10.69396,0.000001,10.363788,0,0,0.574266,0.436332,0,1.649448,380.966565,117.139922,86.573536,-0.081897,-0.10694,0,0.103638,0,0
17.11,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.188008,-10.687847,0.000001,10.326138,0,0,0.677528,0.436332,0,1.643456,380.966693,107.554809,98.227101,-0.08188,-0.106878,0,0.103261,0,0
17.12,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.186297,-10.68174,0.000001,10.288238,0,0,0.78041,0.436332,0,1.637424,380.966821,96.856538,108.790042,-0.081863,-0.106817,0,0.102882,0,0
17.13,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.18459,-10.675637,0.000001,10.250092,0,0,0.882911,0.436332,0,1.631353,380.966949,85.171275,118.16166,-0.081846,-0.106756,0,0.102501,0,0
17.14,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.182888,-10.669538,0.000001,10.211701,0,0,0.985028,0.436332,0,1.625243,380.967078,72.633535,126.255913,-0.081829,-0.106695,0,0.102117,0,0
17.15,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.18119,-10.663445,0.000001,10.173067,0,0,1.086759,0.436332,0,1.619094,380.967207,59.384494,133.001992,-0.081812,-0.106634,0,0.101731,0,0
17.16,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.179497,-10.657356,0.000001,10.134194,0,0,1.188101,0.436332,0,1.612907,380.967335,45.570276,138.344714,-0.081795,-0.106574,0,0.101342,0,0
17.17,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.177809,-10.651272,0.000001,10.095083,0,0,1.289052,0.436332,0,1.606682,380.967464,31.340242,142.244723,-0.081778,-0.106513,0,0.100951,0,0
17.18,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.176125,-10.645193,0.000001,10.055737,0,0,1.389609,0.436332,0,1.60042,380.967593,16.845293,144.678507,-0.081761,-0.106452,0,0.100557,0,0
17.19,-1195816.652,-6194821.307,947156.7039,-446.298032,115.718843,296.669319,2384,388854,-8.174446,-10.639118,0.000001,10.016158,0,0,1.489771,0.436332,0,1.594121,380.967723,2.236217,145.638236,-0.081744,-0.106391,0,0.100162,0,0
17.2,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.172771,-10.633048,0.000001,9.976349,0,0,1.589534,0.436332,0,1.587785,380.967852,-12.337917,145.131439,-0.081728,-0.10633,0,0.099763,0,0
17.21,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.171101,-10.626983,0.000001,9.936312,0,0,1.688897,0.436332,0,1.581413,380.967982,-26.731285,143.180514,-0.081711,-0.10627,0,0.099363,0,0
17.22,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.169436,-10.620923,0.000001,9.89605,0,0,1.787858,0.436332,0,1.575005,380.968111,-40.802755,139.822097,-0.081694,-0.106209,0,0.09896,0,0
17.23,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.167775,-10.614867,0.000001,9.855565,0,0,1.886413,0.436332,0,1.568562,380.968241,-54.417228,135.106296,-0.081678,-0.106149,0,0.098556,0,0
17.24,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.166119,-10.608816,0.000001,9.814859,0,0,1.984562,0.436332,0,1.562083,380.968371,-67.446874,129.095809,-0.081661,-0.106088,0,0.098149,0,0
17.25,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.164467,-10.60277,0.000001,9.773936,0,0,2.082301,0.436332,0,1.55557,380.968501,-79.772243,121.864927,-0.081645,-0.106028,0,0.097739,0,0
17.26,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.16282,-10.596728,0.000001,9.732797,0,0,2.179629,0.436332,0,1.549023,380.968632,-91.283255,113.498463,-0.081628,-0.105967,0,0.097328,0,0
17.27,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.161177,-10.590691,0.000001,9.691446,0,0,2.276544,0.436332,0,1.542442,380.968762,-101.880051,104.090593,-0.081612,-0.105907,0,0.096914,0,0
17.28,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.159539,-10.584659,0.000001,9.649884,0,0,2.373042,0.436332,0,1.535827,380.968893,-111.473708,93.743649,-0.081595,-0.105847,0,0.096499,0,0
17.29,-1195816.1,-6194818.412,947186.3201,-446.13021,116.58604,295.655974,2384,388854,-8.157905,-10.578631,0.000001,9.608115,0,0,2.469124,0.436332,0,1.529179,380.969024,-119.986814,82.566862,-0.081579,-0.105786,0,0.096081,0,0
17.3,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.156276,-10.572608,0.000001,9.566141,0,0,2.564785,0.436332,0,1.522499,380.969155,-127.353907,70.675083,-0.081563,-0.105726,0,0.095661,0,0
17.31,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.154651,-10.566589,0.000001,9.523964,0,0,2.660025,0.436332,0,1.515786,380.969286,-133.521772,58.187493,-0.081547,-0.105666,0,0.09524,0,0
17.32,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.153031,-10.560575,0.000001,9.481587,0,0,2.754841,0.436332,0,1.509041,380.969417,-138.4496,45.22631,-0.08153,-0.105606,0,0.094816,0,0
17.33,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.151415,-10.554566,0.000001,9.439013,0,0,2.849231,0.436332,0,1.502266,380.969548,-142.109021,31.915518,-0.081514,-0.105546,0,0.09439,0,0
17.34,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.149804,-10.548561,0.000001,9.396244,0,0,2.943193,0.436332,0,1.495459,380.96968,-144.484001,18.37962,-0.081498,-0.105486,0,0.093962,0,0
17.35,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.148197,-10.542561,0.000001,9.353283,0,0,3.036726,0.436332,0,1.488621,380.969812,-145.570634,4.742439,-0.081482,-0.105426,0,0.093533,0,0
17.36,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.146594,-10.536565,0.000001,9.310133,0,0,3.129827,0.436332,0,1.481754,380.969944,-145.376803,-8.874041,-0.081466,-0.105366,0,0.093101,0,0
17.37,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.144996,-10.530574,0.000001,9.266796,0,0,3.222495,0.436332,0,1.474856,380.970076,-143.921752,-22.350755,-0.08145,-0.105306,0,0.092668,0,0
17.38,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.143403,-10.524588,0.000001,9.223275,0,0,3.314728,0.436332,0,1.46793,380.970208,-141.235553,-35.572587,-0.081434,-0.105246,0,0.092233,0,0
17.39,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.141814,-10.518606,0.000001,9.179573,0,0,3.406524,0.436332,0,1.460974,380.97034,-137.358495,-48.429304,-0.081418,-0.105186,0,0.091796,0,0
17.4,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.140229,-10.512628,0.000001,9.135692,0,0,3.497881,0.436332,0,1.45399,380.970473,-132.340395,-60.81642,-0.081402,-0.105126,0,0.091357,0,0
17.41,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.138649,-10.506655,0.000001,9.091635,0,0,3.588797,0.436332,0,1.446979,380.970606,-126.239841,-72.635964,-0.081386,-0.105067,0,0.090916,0,0
17.42,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.137073,-10.500687,0.000001,9.047405,0,0,3.679271,0.436332,0,1.439939,380.970738,-119.123385,-83.797156,-0.081371,-0.105007,0,0.090474,0,0
17.43,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.135502,-10.494723,0.000001,9.003004,0,0,3.769301,0.436332,0,1.432873,380.970871,-111.064694,-94.216993,-0.081355,-0.104947,0,0.09003,0,0
17.44,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.133935,-10.488763,0.000001,8.958435,0,0,3.858885,0.436332,0,1.425779,380.971004,-102.14366,-103.820732,-0.081339,-0.104888,0,0.089584,0,0
17.45,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.132373,-10.482809,0.000001,8.913702,0,0,3.948022,0.436332,0,1.41866,380.971138,-92.445498,-112.542283,-0.081324,-0.104828,0,0.089137,0,0
17.46,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.130814,-10.476858,0.000001,8.868806,0,0,4.036711,0.436332,0,1.411514,380.971271,-82.059823,-120.324498,-0.081308,-0.104769,0,0.088688,0,0
17.47,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.129261,-10.470912,0.000001,8.823751,0,0,4.124948,0.436332,0,1.404344,380.971405,-71.07973,-127.119374,-0.081293,-0.104709,0,0.088238,0,0
17.48,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.127711,-10.46497,0.000001,8.778539,0,0,4.212733,0.436332,0,1.397148,380.971539,-59.600873,-132.88816,-0.081277,-0.10465,0,0.087785,0,0
17.49,-1195815.532,-6194815.43,947215.8352,-445.962818,117.450985,294.648364,2384,388854,-8.126166,-10.459033,0.000001,8.733173,0,0,4.300065,0.436332,0,1.389928,380.971673,-47.720565,-137.601377,-0.081262,-0.10459,0,0.087332,0,0
17.5,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.124626,-10.4531,0.000001,8.687656,0,0,4.386942,0.436332,0,1.382683,380.971807,-35.536902,-141.238748,-0.081246,-0.104531,0,0.086877,0,0
17.51,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.123089,-10.447172,0.000001,8.641991,0,0,4.473362,0.436332,0,1.375416,380.971941,-23.147908,-143.78906,-0.081231,-0.104472,0,0.08642,0,0
17.52,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.121557,-10.441248,0.000001,8.59618,0,0,4.559323,0.436332,0,1.368125,380.972075,-10.650724,-145.249942,-0.081216,-0.104412,0,0.085962,0,0
17.53,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.12003,-10.435329,0.000001,8.550227,0,0,4.644826,0.436332,0,1.360811,380.97221,1.859161,-145.627578,-0.0812,-0.104353,0,0.085502,0,0
17.54,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.118506,-10.429413,0.000001,8.504133,0,0,4.729867,0.436332,0,1.353475,380.972344,14.288635,-144.936355,-0.081185,-0.104294,0,0.085041,0,0
17.55,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.116987,-10.423503,0.000001,8.457903,0,0,4.814446,0.436332,0,1.346117,380.972479,26.547632,-143.198463,-0.08117,-0.104235,0,0.084579,0,0
17.56,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.115473,-10.417596,0.000001,8.411538,0,0,4.898561,0.436332,0,1.338738,380.972614,38.549751,-140.443432,-0.081155,-0.104176,0,0.084115,0,0
17.57,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.113962,-10.411694,0.000001,8.365043,0,0,4.982212,0.436332,0,1.331338,380.972749,50.212811,-136.707641,-0.08114,-0.104117,0,0.08365,0,0
17.58,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.112456,-10.405797,0.000001,8.318418,0,0,5.065396,0.436332,0,1.323917,380.972885,61.459348,-132.033778,-0.081125,-0.104058,0,0.083184,0,0
17.59,-1195814.344,-6194809.208,947274.5647,-445.629307,119.174196,292.650063,2384,388854,-8.110954,-10.399903,0.000001,8.271669,0,0,5.148113,0.436332,0,1.316477,380.97302,72.217053,-126.470281,-0.08111,-0.103999,0,0.082717,0,0
17.6,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.109457,-10.394014,0.000001,8.224796,0,0,5.230361,0.436332,0,1.309017,380.973156,82.419143,-120.070746,-0.081095,-0.10394,0,0.082248,0,0
17.61,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.107964,-10.38813,0.000001,8.177804,0,0,5.312139,0.436332,0,1.301538,380.973292,92.004671,-112.893333,-0.08108,-0.103881,0,0.081778,0,0
17.62,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.106475,-10.382249,0.000001,8.130695,0,0,5.393446,0.436332,0,1.29404,380.973428,100.918774,-105.000142,-0.081065,-0.103822,0,0.081307,0,0
17.63,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.10499,-10.376373,0.000001,8.083472,0,0,5.47428,0.436332,0,1.286525,380.973564,109.112863,-96.456606,-0.08105,-0.103764,0,0.080835,0,0
17.64,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.10351,-10.370502,0.000001,8.036138,0,0,5.554642,0.436332,0,1.278991,380.9737,116.544748,-87.330866,-0.081035,-0.103705,0,0.080361,0,0
17.65,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.102034,-10.364634,0.000001,7.988696,0,0,5.634529,0.436332,0,1.27144,380.973836,123.178711,-77.693171,-0.08102,-0.103646,0,0.079887,0,0
17.66,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.100562,-10.358771,0.000001,7.941149,0,0,5.71394,0.436332,0,1.263873,380.973973,128.985517,-67.615272,-0.081006,-0.103588,0,0.079411,0,0
17.67,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.099094,-10.352912,0.000001,7.893499,0,0,5.792875,0.436332,0,1.256289,380.974109,133.942385,-57.169846,-0.080991,-0.103529,0,0.078935,0,0
17.68,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.097631,-10.347057,0.000001,7.84575,0,0,5.871333,0.436332,0,1.24869,380.974246,138.032896,-46.429932,-0.080976,-0.103471,0,0.078457,0,0
17.69,-1195813.726,-6194805.967,947303.7801,-445.463181,120.0325,291.659237,2384,388854,-8.096171,-10.341207,0.000001,7.797905,0,0,5.949312,0.436332,0,1.241075,380.974383,141.246866,-35.468392,-0.080962,-0.103412,0,0.077979,0,0
17.7,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.094716,-10.335361,0.000001,7.749966,0,0,6.026811,0.436332,0,1.233445,380.974521,143.580173,-24.357407,-0.080947,-0.103354,0,0.0775,0,0
17.71,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.093266,-10.329519,0.000001,7.701937,0,0,6.103831,0.436332,0,1.225801,380.974658,145.034543,-13.167986,-0.080933,-0.103295,0,0.077019,0,0
17.72,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.091819,-10.323681,0.000001,7.65382,0,0,6.180369,0.436332,0,1.218143,380.974795,145.61731,-1.969526,-0.080918,-0.103237,0,0.076538,0,0
17.73,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.090377,-10.317848,0.000001,7.605618,0,0,6.256425,0.436332,0,1.210472,380.974933,145.341135,9.170608,-0.080904,-0.103178,0,0.076056,0,0
17.74,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.088938,-10.312018,0.000001,7.557335,0,0,0.048813,0.436332,0,1.202787,380.975071,144.223706,20.18746,-0.080889,-0.10312,0,0.075573,0,0
17.75,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.087504,-10.306193,0.000001,7.508974,0,0,0.123903,0.436332,0,1.19509,380.975209,142.287416,31.018827,-0.080875,-0.103062,0,0.07509,0,0
17.76,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.086075,-10.300372,0.000001,7.460537,0,0,0.198508,0.436332,0,1.187381,380.975347,139.559017,41.605563,-0.080861,-0.103004,0,0.074605,0,0
17.77,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.084649,-10.294556,0.000001,7.412027,0,0,0.272629,0.436332,0,1.179661,380.975485,136.06926,51.891851,-0.080846,-0.102946,0,0.07412,0,0
17.78,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.083227,-10.288743,0.000001,7.363448,0,0,0.346263,0.436332,0,1.171929,380.975623,131.852532,61.825427,-0.080832,-0.102887,0,0.073634,0,0
17.79,-1195813.09,-6194802.641,947332.8967,-445.297469,120.888626,290.67387,2384,388854,-8.08181,-10.282935,0.000001,7.314802,0,0,0.419411,0.436332,0,1.164187,380.975762,126.946472,71.357778,-0.080818,-0.102829,0,0.073148,0,0
17.8,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.080397,-10.277131,0.000001,7.266092,0,0,0.492072,0.436332,0,1.156434,380.975901,121.391597,80.444299,-0.080804,-0.102771,0,0.072661,0,0
17.81,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.078988,-10.271331,0.000001,7.217322,0,0,0.564245,0.436332,0,1.148672,380.97604,115.230916,89.044411,-0.08079,-0.102713,0,0.072173,0,0
17.82,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.077583,-10.265535,0.000001,7.168494,0,0,0.63593,0.436332,0,1.140901,380.976179,108.509549,97.121649,-0.080776,-0.102655,0,0.071685,0,0
17.83,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.076182,-10.259743,0.000001,7.119611,0,0,0.707126,0.436332,0,1.133121,380.976318,101.274357,104.643717,-0.080762,-0.102597,0,0.071196,0,0
17.84,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.074785,-10.253955,0.000001,7.070677,0,0,0.777833,0.436332,0,1.125333,380.976457,93.573571,111.582507,-0.080748,-0.10254,0,0.070707,0,0
17.85,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.073393,-10.248171,0.000001,7.021695,0,0,0.84805,0.436332,0,1.117537,380.976597,85.456433,117.914093,-0.080734,-0.102482,0,0.070217,0,0
17.86,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.072004,-10.242392,0.000001,6.972666,0,0,0.917777,0.436332,0,1.109734,380.976736,76.972852,123.618694,-0.08072,-0.102424,0,0.069727,0,0
17.87,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.07062,-10.236616,0.000001,6.923596,0,0,0.987013,0.436332,0,1.101924,380.976876,68.173073,128.680612,-0.080706,-0.102366,0,0.069236,0,0
17.88,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.06924,-10.230845,0.000001,6.874485,0,0,1.055757,0.436332,0,1.094108,380.977016,59.107355,133.088146,-0.080692,-0.102308,0,0.068745,0,0
17.89,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.067864,-10.225078,0.000001,6.825339,0,0,1.124011,0.436332,0,1.086286,380.977156,49.825677,136.833484,-0.080679,-0.102251,0,0.068253,0,0
17.9,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.066491,-10.219315,0.000001,6.776158,0,0,1.191772,0.436332,0,1.078459,380.977296,40.377449,139.912574,-0.080665,-0.102193,0,0.067762,0,0
17.91,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.065123,-10.213555,0.000001,6.726948,0,0,1.259042,0.436332,0,1.070627,380.977437,30.811255,142.32498,-0.080651,-0.102136,0,0.067269,0,0
17.92,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.063759,-10.2078,0.000001,6.67771,0,0,1.325819,0.436332,0,1.062791,380.977577,21.174604,144.073717,-0.080638,-0.102078,0,0.066777,0,0
17.93,-1195812.439,-6194799.23,947361.9151,-445.13217,121.742593,289.693896,2384,388854,-8.062399,-10.202049,0.000001,6.628447,0,0,1.392103,0.436332,0,1.05495,380.977718,11.51371,145.165082,-0.080624,-0.10202,0,0.066284,0,0
