time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,mag_in_x,mag_in_y,mag_in_z,gyro_p,gyro_q,gyro_r,roll_rate_rps,mag_ok,gyro_ok,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
2.83,1440468.954000,6143841.311000,939028.008700,278.370889,-68.905800,-33.764772,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.953644,-144.707806,23.426754,64.861098,0.000000,0.000000,10.322964,0,0,1,0,0,0,0,0,0,0,0,284,0,0,0
2.84,1440471.737000,6143840.621000,939027.671000,278.340781,-68.931745,-33.766875,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.953476,-129.471740,-68.745225,64.831766,0.000000,0.000000,10.318296,0,0,1,0,0,0,0,0,0,0,0,285,0,0,0
2.85,1440474.521000,6143839.932000,939027.333300,278.310792,-68.957733,-33.768994,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.953308,-61.690034,-132.976888,64.802341,0.000000,0.000000,10.313613,0,0,1,0,0,0,0,0,0,0,0,286,0,0,0
2.86,1440477.303000,6143839.242000,939026.995600,278.280922,-68.983765,-33.771131,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.953140,31.082015,-143.255357,64.772824,0.000000,0.000000,10.308915,0,0,1,0,0,0,0,0,0,0,0,287,0,0,0
2.87,1440480.086000,6143838.552000,939026.657900,278.251171,-69.009840,-33.773284,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.952973,111.222597,-95.485071,64.743215,0.000000,0.000000,10.304203,0,0,1,0,0,0,0,0,0,0,0,288,0,0,0
2.88,1440482.868000,6143837.861000,939026.320100,278.221538,-69.035959,-33.775454,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.952805,146.304839,-9.079388,64.713514,0.000000,0.000000,10.299476,0,0,1,0,0,0,0,0,0,0,0,289,0,0,0
2.89,1440485.650000,6143837.171000,939025.982300,278.192025,-69.062121,-33.777641,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.952638,122.197178,80.963371,64.683721,0.000000,0.000000,10.294734,0,0,1,0,0,0,0,0,0,0,0,290,0,0,0
2.90,1440488.432000,6143836.480000,939025.644500,278.162631,-69.088326,-33.779845,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.952472,48.718422,138.251256,64.653836,0.000000,0.000000,10.289978,0,0,1,0,0,0,0,0,0,0,0,291,0,0,0
2.91,1440491.213000,6143835.789000,939025.306700,278.133356,-69.114573,-33.782065,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.952305,-44.400163,139.696803,64.623859,0.000000,0.000000,10.285207,0,0,1,0,0,0,0,0,0,0,0,292,0,0,0
2.92,1440493.994000,6143835.097000,939024.968900,278.104201,-69.140864,-33.784303,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.952139,-119.569860,84.789720,64.593790,0.000000,0.000000,10.280421,0,0,1,0,0,0,0,0,0,0,0,293,0,0,0
2.93,1440496.775000,6143834.406000,939024.631000,278.075166,-69.167196,-33.786557,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.951973,-146.518657,-4.267137,64.563630,0.000000,0.000000,10.275621,0,0,1,0,0,0,0,0,0,0,0,294,0,0,0
2.94,1440499.555000,6143833.714000,939024.293100,278.046250,-69.193571,-33.788827,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.951807,-114.458540,-91.568801,64.533378,0.000000,0.000000,10.270806,0,0,1,0,0,0,0,0,0,0,0,295,0,0,0
2.95,1440502.335000,6143833.022000,939023.955200,278.017454,-69.219988,-33.791115,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.951642,-36.365126,-141.995978,64.503035,0.000000,0.000000,10.265977,0,0,1,0,0,0,0,0,0,0,0,296,0,0,0
2.96,1440505.115000,6143832.329000,939023.617300,277.988779,-69.246447,-33.793419,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.951477,56.312062,-135.328894,64.472601,0.000000,0.000000,10.261133,0,0,1,0,0,0,0,0,0,0,0,297,0,0,0
2.97,1440507.895000,6143831.636000,939023.279300,277.960224,-69.272947,-33.795739,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.951312,126.337159,-74.320644,64.442076,0.000000,0.000000,10.256275,0,0,1,0,0,0,0,0,0,0,0,298,0,0,0
2.98,1440510.674000,6143830.943000,939022.941300,277.931789,-69.299488,-33.798076,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.951147,145.645931,16.479586,64.411459,0.000000,0.000000,10.251402,0,0,1,0,0,0,0,0,0,0,0,299,0,0,0
2.99,1440513.453000,6143830.250000,939022.603300,277.903475,-69.326071,-33.800430,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.950983,106.566491,100.635854,64.380752,0.000000,0.000000,10.246515,0,0,1,0,0,0,0,0,0,0,0,300,0,0,0
3.00,1440516.232000,6143829.557000,939022.265300,277.875281,-69.352695,-33.802800,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.950819,24.827253,144.455107,64.349954,0.000000,0.000000,10.241613,0,0,1,0,0,0,0,0,0,0,0,301,0,0,0
3.01,1440519.011000,6143828.863000,939021.927200,277.847208,-69.379360,-33.805187,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.950655,-66.810538,130.459577,64.319065,0.000000,0.000000,10.236697,0,0,1,0,0,0,0,0,0,0,0,302,0,0,0
3.02,1440521.789000,6143828.169000,939021.589200,277.819256,-69.406065,-33.807591,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.950491,-131.703220,64.321768,64.288086,0.000000,0.000000,10.231767,0,0,1,0,0,0,0,0,0,0,0,303,0,0,0
3.03,1440524.567000,6143827.474000,939021.251100,277.791425,-69.432810,-33.810011,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.950328,-143.971634,-27.474998,64.257017,0.000000,0.000000,10.226822,0,0,1,0,0,0,0,0,0,0,0,304,0,0,0
3.04,1440527.344000,6143826.780000,939020.912900,277.763715,-69.459596,-33.812447,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.950165,-98.792424,-108.270232,64.225857,0.000000,0.000000,10.221863,0,0,1,0,0,0,0,0,0,0,0,305,0,0,0
3.05,1440530.122000,6143826.085000,939020.574800,277.736127,-69.486422,-33.814900,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.950002,-14.252980,-145.872952,64.194607,0.000000,0.000000,10.216889,0,0,1,0,0,0,0,0,0,0,0,306,0,0,0
3.06,1440532.899000,6143825.390000,939020.236600,277.708660,-69.513288,-33.817369,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.949840,75.925942,-125.367446,64.163267,0.000000,0.000000,10.211901,0,0,1,0,0,0,0,0,0,0,0,307,0,0,0
3.07,1440535.676000,6143824.694000,939019.898400,277.681314,-69.540193,-33.819854,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.949678,135.857687,-54.991941,64.131837,0.000000,0.000000,10.206899,0,0,1,0,0,0,0,0,0,0,0,308,0,0,0
3.08,1440538.452000,6143823.999000,939019.560200,277.654090,-69.567137,-33.822356,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.949516,141.761825,37.211419,64.100317,0.000000,0.000000,10.201882,0,0,1,0,0,0,0,0,0,0,0,309,0,0,0
3.09,1440541.228000,6143823.303000,939019.222000,277.626988,-69.594121,-33.824874,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.949354,91.368489,114.597487,64.068708,0.000000,0.000000,10.196852,0,0,1,0,0,0,0,0,0,0,0,310,0,0,0
3.10,1440544.004000,6143822.607000,939018.883700,277.600008,-69.621144,-33.827409,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.949192,4.748520,146.485209,64.037009,0.000000,0.000000,10.191807,0,0,1,0,0,0,0,0,0,0,0,311,0,0,0
3.11,1440546.780000,6143821.910000,939018.545400,277.573150,-69.648206,-33.829960,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.949031,-83.715418,120.299103,64.005220,0.000000,0.000000,10.186747,0,0,1,0,0,0,0,0,0,0,0,312,0,0,0
3.12,1440549.556000,6143821.213000,939018.207100,277.546414,-69.675306,-33.832527,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.948870,-138.991245,46.489352,63.973343,0.000000,0.000000,10.181674,0,0,1,0,0,0,0,0,0,0,0,313,0,0,0
3.13,1440552.331000,6143820.516000,939017.868700,277.519801,-69.702444,-33.835110,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.948710,-139.258671,-45.678545,63.941376,0.000000,0.000000,10.176586,0,0,1,0,0,0,0,0,0,0,0,314,0,0,0
3.14,1440555.106000,6143819.819000,939017.530300,277.493310,-69.729621,-33.837709,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.948549,-84.489379,-119.752798,63.909320,0.000000,0.000000,10.171484,0,0,1,0,0,0,0,0,0,0,0,315,0,0,0
3.15,1440557.880000,6143819.121000,939017.191900,277.466941,-69.756836,-33.840325,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.948389,3.614348,-146.512134,63.877175,0.000000,0.000000,10.166368,0,0,1,0,0,0,0,0,0,0,0,316,0,0,0
3.16,1440560.655000,6143818.424000,939016.853500,277.440696,-69.784089,-33.842957,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.948229,90.252988,-115.468387,63.844941,0.000000,0.000000,10.161238,0,0,1,0,0,0,0,0,0,0,0,317,0,0,0
3.17,1440563.429000,6143817.726000,939016.515000,277.414573,-69.811379,-33.845605,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.948070,141.287475,-38.936888,63.812619,0.000000,0.000000,10.156094,0,0,1,0,0,0,0,0,0,0,0,318,0,0,0
3.18,1440566.203000,6143817.027000,939016.176600,277.388573,-69.838706,-33.848269,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.947910,136.677355,52.888695,63.780208,0.000000,0.000000,10.150935,0,0,1,0,0,0,0,0,0,0,0,319,0,0,0
3.19,1440568.976000,6143816.328000,939015.838000,277.362696,-69.866071,-33.850949,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.947751,78.315329,123.872130,63.747709,0.000000,0.000000,10.145763,0,0,1,0,0,0,0,0,0,0,0,320,0,0,0
3.20,1440571.750000,6143815.630000,939015.499500,277.336942,-69.893473,-33.853646,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.947593,-10.790677,146.153476,63.715121,0.000000,0.000000,10.140576,0,0,1,0,0,0,0,0,0,0,0,321,0,0,0
3.21,1440574.523000,6143814.930000,939015.160900,277.311311,-69.920912,-33.856358,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.947434,-95.620631,111.056988,63.682445,0.000000,0.000000,10.135376,0,0,1,0,0,0,0,0,0,0,0,322,0,0,0
3.22,1440577.296000,6143814.231000,939014.822400,277.285804,-69.948387,-33.859086,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.947276,-142.916312,32.427919,63.649681,0.000000,0.000000,10.130161,0,0,1,0,0,0,0,0,0,0,0,323,0,0,0
3.23,1440580.068000,6143813.531000,939014.483700,277.260421,-69.975898,-33.861830,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.947118,-134.204441,-58.868435,63.616829,0.000000,0.000000,10.124933,0,0,1,0,0,0,0,0,0,0,0,324,0,0,0
3.24,1440582.841000,6143812.831000,939014.145100,277.235161,-70.003446,-33.864591,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.946960,-72.975821,-127.084763,63.583890,0.000000,0.000000,10.119690,0,0,1,0,0,0,0,0,0,0,0,325,0,0,0
3.25,1440585.613000,6143812.131000,939013.806400,277.210025,-70.031030,-33.867367,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.946802,16.755049,-145.584885,63.550862,0.000000,0.000000,10.114434,0,0,1,0,0,0,0,0,0,0,0,326,0,0,0
3.26,1440588.385000,6143811.430000,939013.467700,277.185013,-70.058649,-33.870159,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.946645,99.900489,-107.215977,63.517748,0.000000,0.000000,10.109164,0,0,1,0,0,0,0,0,0,0,0,327,0,0,0
3.27,1440591.156000,6143810.729000,939013.129000,277.160125,-70.086304,-33.872967,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.946488,144.028897,-27.032085,63.484545,0.000000,0.000000,10.103879,0,0,1,0,0,0,0,0,0,0,0,328,0,0,0
3.28,1440593.928000,6143810.028000,939012.790200,277.135361,-70.113995,-33.875791,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.946332,131.997288,63.651049,63.451256,0.000000,0.000000,10.098581,0,0,1,0,0,0,0,0,0,0,0,329,0,0,0
3.29,1440596.699000,6143809.327000,939012.451400,277.110721,-70.141720,-33.878630,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.946175,68.573559,129.507107,63.417879,0.000000,0.000000,10.093269,0,0,1,0,0,0,0,0,0,0,0,330,0,0,0
3.30,1440599.470000,6143808.625000,939012.112600,277.086205,-70.169481,-33.881486,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.946019,-21.494860,144.955437,63.384415,0.000000,0.000000,10.087943,0,0,1,0,0,0,0,0,0,0,0,331,0,0,0
3.31,1440602.240000,6143807.923000,939011.773800,277.061814,-70.197276,-33.884357,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.945863,-103.168216,104.067818,63.350864,0.000000,0.000000,10.082603,0,0,1,0,0,0,0,0,0,0,0,332,0,0,0
3.32,1440605.011000,6143807.221000,939011.434900,277.037548,-70.225106,-33.887244,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.945707,-144.753590,22.800748,63.317227,0.000000,0.000000,10.077250,0,0,1,0,0,0,0,0,0,0,0,333,0,0,0
3.33,1440607.781000,6143806.518000,939011.096000,277.013406,-70.252970,-33.890147,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.945552,-130.184132,-67.269993,63.283502,0.000000,0.000000,10.071882,0,0,1,0,0,0,0,0,0,0,0,334,0,0,0
3.34,1440610.551000,6143805.815000,939010.757100,276.989389,-70.280868,-33.893065,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.945397,-65.188334,-131.237669,63.249692,0.000000,0.000000,10.066501,0,0,1,0,0,0,0,0,0,0,0,335,0,0,0
3.35,1440613.320000,6143805.112000,939010.418100,276.965497,-70.308801,-33.895999,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.945242,25.004414,-144.385971,63.215795,0.000000,0.000000,10.061106,0,0,1,0,0,0,0,0,0,0,0,336,0,0,0
3.36,1440616.090000,6143804.409000,939010.079100,276.941730,-70.336767,-33.898949,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.945087,105.487432,-101.708485,63.181811,0.000000,0.000000,10.055698,0,0,1,0,0,0,0,0,0,0,0,337,0,0,0
3.37,1440618.859000,6143803.705000,939009.740100,276.918089,-70.364766,-33.901914,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.944933,145.192888,-19.771816,63.147742,0.000000,0.000000,10.050275,0,0,1,0,0,0,0,0,0,0,0,338,0,0,0
3.38,1440621.628000,6143803.001000,939009.401100,276.894572,-70.392799,-33.904895,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.944779,128.864460,69.753391,63.113586,0.000000,0.000000,10.044839,0,0,1,0,0,0,0,0,0,0,0,339,0,0,0
3.39,1440624.396000,6143802.297000,939009.062000,276.871181,-70.420865,-33.907892,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.944625,62.880447,132.353011,63.079345,0.000000,0.000000,10.039390,0,0,1,0,0,0,0,0,0,0,0,340,0,0,0
3.40,1440627.165000,6143801.593000,939008.722900,276.847915,-70.448964,-33.910904,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.944471,-27.279972,143.967909,63.045018,0.000000,0.000000,10.033926,0,0,1,0,0,0,0,0,0,0,0,341,0,0,0
3.41,1440629.933000,6143800.888000,939008.383700,276.824774,-70.477095,-33.913931,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.944318,-106.905233,100.209344,63.010605,0.000000,0.000000,10.028449,0,0,1,0,0,0,0,0,0,0,0,342,0,0,0
3.42,1440632.701000,6143800.183000,939008.044600,276.801760,-70.505259,-33.916974,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.944165,-145.421019,17.973716,62.976107,0.000000,0.000000,10.022959,0,0,1,0,0,0,0,0,0,0,0,343,0,0,0
3.43,1440635.469000,6143799.478000,939007.705400,276.778871,-70.533456,-33.920033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.944012,-128.109375,-71.119628,62.941523,0.000000,0.000000,10.017455,0,0,1,0,0,0,0,0,0,0,0,344,0,0,0
3.44,1440638.237000,6143798.772000,939007.366100,276.756108,-70.561684,-33.923107,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.943859,-61.693441,-132.904549,62.906854,0.000000,0.000000,10.011937,0,0,1,0,0,0,0,0,0,0,0,345,0,0,0
3.45,1440641.004000,6143798.066000,939007.026900,276.733471,-70.589944,-33.926196,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.943707,28.315897,-143.762290,62.872101,0.000000,0.000000,10.006406,0,0,1,0,0,0,0,0,0,0,0,346,0,0,0
3.46,1440643.771000,6143797.360000,939006.687600,276.710960,-70.618236,-33.929301,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.943555,107.448700,-99.618520,62.837262,0.000000,0.000000,10.000861,0,0,1,0,0,0,0,0,0,0,0,347,0,0,0
3.47,1440646.538000,6143796.653000,939006.348200,276.688576,-70.646560,-33.932421,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.943403,145.482001,-17.428339,62.802338,0.000000,0.000000,9.995303,0,0,1,0,0,0,0,0,0,0,0,348,0,0,0
3.48,1440649.305000,6143795.947000,939006.008900,276.666317,-70.674914,-33.935556,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.943252,127.961681,71.374049,62.767330,0.000000,0.000000,9.989731,0,0,1,0,0,0,0,0,0,0,0,349,0,0,0
3.49,1440652.071000,6143795.240000,939005.669500,276.644185,-70.703300,-33.938707,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.943101,61.655906,132.916075,62.732237,0.000000,0.000000,9.984146,0,0,1,0,0,0,0,0,0,0,0,350,0,0,0
3.50,1440654.837000,6143794.532000,939005.330100,276.622180,-70.731717,-33.941873,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.942950,-28.101975,143.798818,62.697060,0.000000,0.000000,9.978547,0,0,1,0,0,0,0,0,0,0,0,351,0,0,0
3.51,1440657.603000,6143793.825000,939004.990600,276.600301,-70.760164,-33.945054,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.942799,-107.122361,99.961534,62.661799,0.000000,0.000000,9.972935,0,0,1,0,0,0,0,0,0,0,0,352,0,0,0
3.52,1440660.369000,6143793.117000,939004.651200,276.578548,-70.788641,-33.948250,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.942648,-145.388006,18.152791,62.626453,0.000000,0.000000,9.967310,0,0,1,0,0,0,0,0,0,0,0,353,0,0,0
3.53,1440663.135000,6143792.409000,939004.311600,276.556923,-70.817149,-33.951462,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.942498,-128.435480,-70.506819,62.591024,0.000000,0.000000,9.961671,0,0,1,0,0,0,0,0,0,0,0,354,0,0,0
3.54,1440665.900000,6143791.700000,939003.972100,276.535424,-70.845687,-33.954688,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.942348,-62.782179,-132.381910,62.555510,0.000000,0.000000,9.956019,0,0,1,0,0,0,0,0,0,0,0,355,0,0,0
3.55,1440668.665000,6143790.991000,939003.632500,276.514052,-70.874255,-33.957930,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.942198,26.622030,-144.074730,62.519913,0.000000,0.000000,9.950353,0,0,1,0,0,0,0,0,0,0,0,356,0,0,0
3.56,1440671.430000,6143790.282000,939003.292900,276.492808,-70.902852,-33.961187,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,380.942049,105.906595,-101.241008,62.484232,0.000000,0.000000,9.944674,0,0,1,0,0,0,0,0,0,0,0,357,0,0,0
