time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,gyro_p,gyro_q,gyro_r,roll_rate_rps,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,main_cycles,t1_cycles,t2_cycles,t3_cycles
5.71,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,53.12991,0,0,8.455888,1,0,0,0,0,0,0,0,572,0,0,0
5.72,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,53.079888,0,0,8.447927,1,0,0,0,0,0,0,0,573,0,0,0
5.73,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,53.029819,0,0,8.439958,1,0,0,0,0,0,0,0,574,0,0,0
5.74,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.979703,0,0,8.431982,1,0,0,0,0,0,0,0,575,0,0,0
5.75,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.92954,0,0,8.423998,1,0,0,0,0,0,0,0,576,0,0,0
5.76,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.87933,0,0,8.416007,1,0,0,0,0,0,0,0,577,0,0,0
5.77,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.829074,0,0,8.408008,1,0,0,0,0,0,0,0,578,0,0,0
5.78,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.778772,0,0,8.400002,1,0,0,0,0,0,0,0,579,0,0,0
5.79,-1181775.393,-6197332.475,943332.4499,-473.803733,-27.95487,551.016438,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.728424,0,0,8.391989,1,0,0,0,0,0,0,0,580,0,0,0
5.8,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.67803,0,0,8.383969,1,0,0,0,0,0,0,0,581,0,0,0
5.81,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.62759,0,0,8.375941,1,0,0,0,0,0,0,0,582,0,0,0
5.82,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.577105,0,0,8.367906,1,0,0,0,0,0,0,0,583,0,0,0
5.83,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.526574,0,0,8.359864,1,0,0,0,0,0,0,0,584,0,0,0
5.84,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.475999,0,0,8.351815,1,0,0,0,0,0,0,0,585,0,0,0
5.85,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.425379,0,0,8.343758,1,0,0,0,0,0,0,0,586,0,0,0
5.86,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.374714,0,0,8.335695,1,0,0,0,0,0,0,0,587,0,0,0
5.87,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.324004,0,0,8.327624,1,0,0,0,0,0,0,0,588,0,0,0
5.88,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.27325,0,0,8.319546,1,0,0,0,0,0,0,0,589,0,0,0
5.89,-1181777.567,-6197343.815,943387.4193,-473.524341,-26.488147,548.373422,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.222453,0,0,8.311462,1,0,0,0,0,0,0,0,590,0,0,0
5.9,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.171611,0,0,8.30337,1,0,0,0,0,0,0,0,591,0,0,0
5.91,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.120725,0,0,8.295271,1,0,0,0,0,0,0,0,592,0,0,0
5.92,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.069797,0,0,8.287166,1,0,0,0,0,0,0,0,593,0,0,0
5.93,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,52.018824,0,0,8.279053,1,0,0,0,0,0,0,0,594,0,0,0
5.94,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.967809,0,0,8.270934,1,0,0,0,0,0,0,0,595,0,0,0
5.95,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.916751,0,0,8.262808,1,0,0,0,0,0,0,0,596,0,0,0
5.96,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.86565,0,0,8.254675,1,0,0,0,0,0,0,0,597,0,0,0
5.97,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.814507,0,0,8.246535,1,0,0,0,0,0,0,0,598,0,0,0
5.98,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.763321,0,0,8.238388,1,0,0,0,0,0,0,0,599,0,0,0
5.99,-1181779.714,-6197355.008,943442.1252,-473.24637,-25.028919,545.746528,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.712093,0,0,8.230235,1,0,0,0,0,0,0,0,600,0,0,0
6,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.660824,0,0,8.222076,1,0,0,0,0,0,0,0,601,0,0,0
6.01,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.609512,0,0,8.213909,1,0,0,0,0,0,0,0,602,0,0,0
6.02,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.558159,0,0,8.205736,1,0,0,0,0,0,0,0,603,0,0,0
6.03,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.506765,0,0,8.197556,1,0,0,0,0,0,0,0,604,0,0,0
6.04,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.45533,0,0,8.18937,1,0,0,0,0,0,0,0,605,0,0,0
6.05,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.403853,0,0,8.181177,1,0,0,0,0,0,0,0,606,0,0,0
6.06,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.352336,0,0,8.172978,1,0,0,0,0,0,0,0,607,0,0,0
6.07,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.300779,0,0,8.164773,1,0,0,0,0,0,0,0,608,0,0,0
6.08,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.249181,0,0,8.15656,1,0,0,0,0,0,0,0,609,0,0,0
6.09,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.197543,0,0,8.148342,1,0,0,0,0,0,0,0,610,0,0,0
6.1,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.145865,0,0,8.140117,1,0,0,0,0,0,0,0,611,0,0,0
6.11,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.094147,0,0,8.131886,1,0,0,0,0,0,0,0,612,0,0,0
6.12,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,51.04239,0,0,8.123649,1,0,0,0,0,0,0,0,613,0,0,0
6.13,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.990594,0,0,8.115405,1,0,0,0,0,0,0,0,614,0,0,0
6.14,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.938758,0,0,8.107155,1,0,0,0,0,0,0,0,615,0,0,0
6.15,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.886884,0,0,8.098899,1,0,0,0,0,0,0,0,616,0,0,0
6.16,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.83497,0,0,8.090637,1,0,0,0,0,0,0,0,617,0,0,0
6.17,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.783018,0,0,8.082368,1,0,0,0,0,0,0,0,618,0,0,0
6.18,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.731028,0,0,8.074094,1,0,0,0,0,0,0,0,619,0,0,0
6.19,-1182233.746,-6197279.863,943496.5691,-472.971529,-23.542647,543.135675,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.679,0,0,8.065813,1,0,0,0,0,0,0,0,620,0,0,0
6.2,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.626934,0,0,8.057527,1,0,0,0,0,0,0,0,621,0,0,0
6.21,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.57483,0,0,8.049234,1,0,0,0,0,0,0,0,622,0,0,0
6.22,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.522688,0,0,8.040936,1,0,0,0,0,0,0,0,623,0,0,0
6.23,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.470509,0,0,8.032631,1,0,0,0,0,0,0,0,624,0,0,0
6.24,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.418294,0,0,8.024321,1,0,0,0,0,0,0,0,625,0,0,0
6.25,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.366041,0,0,8.016004,1,0,0,0,0,0,0,0,626,0,0,0
6.26,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.313751,0,0,8.007682,1,0,0,0,0,0,0,0,627,0,0,0
6.27,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.261425,0,0,7.999354,1,0,0,0,0,0,0,0,628,0,0,0
6.28,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.209063,0,0,7.991021,1,0,0,0,0,0,0,0,629,0,0,0
6.29,-1182237.903,-6197301.525,943604.6778,-472.4224,-20.661259,537.961757,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.156664,0,0,7.982681,1,0,0,0,0,0,0,0,630,0,0,0
6.3,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.10423,0,0,7.974336,1,0,0,0,0,0,0,0,631,0,0,0
6.31,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,50.051759,0,0,7.965985,1,0,0,0,0,0,0,0,632,0,0,0
6.32,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.999254,0,0,7.957628,1,0,0,0,0,0,0,0,633,0,0,0
6.33,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.946713,0,0,7.949266,1,0,0,0,0,0,0,0,634,0,0,0
6.34,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.894137,0,0,7.940899,1,0,0,0,0,0,0,0,635,0,0,0
6.35,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.841526,0,0,7.932525,1,0,0,0,0,0,0,0,636,0,0,0
6.36,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.78888,0,0,7.924146,1,0,0,0,0,0,0,0,637,0,0,0
6.37,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.7362,0,0,7.915762,1,0,0,0,0,0,0,0,638,0,0,0
6.38,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.683485,0,0,7.907372,1,0,0,0,0,0,0,0,639,0,0,0
6.39,-1182239.94,-6197312.141,943658.3457,-472.149916,-19.231532,535.398522,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.630737,0,0,7.898977,1,0,0,0,0,0,0,0,640,0,0,0
6.4,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.577954,0,0,7.890576,1,0,0,0,0,0,0,0,641,0,0,0
6.41,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.525138,0,0,7.882171,1,0,0,0,0,0,0,0,642,0,0,0
6.42,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.472288,0,0,7.873759,1,0,0,0,0,0,0,0,643,0,0,0
6.43,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.419405,0,0,7.865343,1,0,0,0,0,0,0,0,644,0,0,0
6.44,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.366489,0,0,7.856921,1,0,0,0,0,0,0,0,645,0,0,0
6.45,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.313541,0,0,7.848494,1,0,0,0,0,0,0,0,646,0,0,0
6.46,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.260559,0,0,7.840061,1,0,0,0,0,0,0,0,647,0,0,0
6.47,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.207545,0,0,7.831624,1,0,0,0,0,0,0,0,648,0,0,0
6.48,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.154499,0,0,7.823181,1,0,0,0,0,0,0,0,649,0,0,0
6.49,-1182241.95,-6197322.614,943711.758,-471.878807,-17.80905,532.850988,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.101421,0,0,7.814734,1,0,0,0,0,0,0,0,650,0,0,0
6.5,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,49.04831,0,0,7.806281,1,0,0,0,0,0,0,0,651,0,0,0
6.51,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.995169,0,0,7.797823,1,0,0,0,0,0,0,0,652,0,0,0
6.52,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.941995,0,0,7.78936,1,0,0,0,0,0,0,0,653,0,0,0
6.53,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.888791,0,0,7.780893,1,0,0,0,0,0,0,0,654,0,0,0
6.54,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.835555,0,0,7.77242,1,0,0,0,0,0,0,0,655,0,0,0
6.55,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.782289,0,0,7.763942,1,0,0,0,0,0,0,0,656,0,0,0
6.56,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.728992,0,0,7.75546,1,0,0,0,0,0,0,0,657,0,0,0
6.57,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.675665,0,0,7.746973,1,0,0,0,0,0,0,0,658,0,0,0
6.58,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.622307,0,0,7.738481,1,0,0,0,0,0,0,0,659,0,0,0
6.59,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.56892,0,0,7.729984,1,0,0,0,0,0,0,0,660,0,0,0
6.6,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.515502,0,0,7.721482,1,0,0,0,0,0,0,0,661,0,0,0
6.61,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.462055,0,0,7.712976,1,0,0,0,0,0,0,0,662,0,0,0
6.62,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.408579,0,0,7.704465,1,0,0,0,0,0,0,0,663,0,0,0
6.63,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.355074,0,0,7.695949,1,0,0,0,0,0,0,0,664,0,0,0
6.64,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.301539,0,0,7.687429,1,0,0,0,0,0,0,0,665,0,0,0
6.65,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.247976,0,0,7.678904,1,0,0,0,0,0,0,0,666,0,0,0
6.66,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.194384,0,0,7.670374,1,0,0,0,0,0,0,0,667,0,0,0
6.67,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.140764,0,0,7.661841,1,0,0,0,0,0,0,0,668,0,0,0
6.68,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.087116,0,0,7.653302,1,0,0,0,0,0,0,0,669,0,0,0
6.69,-1182243.933,-6197332.945,943764.9164,-471.609064,-16.393763,530.31907,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,48.03344,0,0,7.644759,1,0,0,0,0,0,0,0,670,0,0,0
6.7,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.979736,0,0,7.636212,1,0,0,0,0,0,0,0,671,0,0,0
6.71,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.926004,0,0,7.62766,1,0,0,0,0,0,0,0,672,0,0,0
6.72,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.872245,0,0,7.619104,1,0,0,0,0,0,0,0,673,0,0,0
6.73,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.81846,0,0,7.610544,1,0,0,0,0,0,0,0,674,0,0,0
6.74,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.764647,0,0,7.60198,1,0,0,0,0,0,0,0,675,0,0,0
6.75,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.710807,0,0,7.593411,1,0,0,0,0,0,0,0,676,0,0,0
6.76,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.656941,0,0,7.584838,1,0,0,0,0,0,0,0,677,0,0,0
6.77,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.603049,0,0,7.576261,1,0,0,0,0,0,0,0,678,0,0,0
6.78,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.549131,0,0,7.567679,1,0,0,0,0,0,0,0,679,0,0,0
6.79,-1182247.817,-6197353.184,943870.4775,-471.073633,-13.584571,525.301725,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.495186,0,0,7.559094,1,0,0,0,0,0,0,0,680,0,0,0
6.8,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.441217,0,0,7.550504,1,0,0,0,0,0,0,0,681,0,0,0
6.81,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.387221,0,0,7.54191,1,0,0,0,0,0,0,0,682,0,0,0
6.82,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.333201,0,0,7.533313,1,0,0,0,0,0,0,0,683,0,0,0
6.83,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.279155,0,0,7.524711,1,0,0,0,0,0,0,0,684,0,0,0
6.84,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.225085,0,0,7.516106,1,0,0,0,0,0,0,0,685,0,0,0
6.85,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.17099,0,0,7.507496,1,0,0,0,0,0,0,0,686,0,0,0
6.86,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.116871,0,0,7.498883,1,0,0,0,0,0,0,0,687,0,0,0
6.87,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.062727,0,0,7.490266,1,0,0,0,0,0,0,0,688,0,0,0
6.88,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,47.008559,0,0,7.481645,1,0,0,0,0,0,0,0,689,0,0,0
6.89,-1182249.72,-6197363.094,943922.8832,-470.807928,-12.190566,522.816121,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,46.954368,0,0,7.47302,1,0,0,0,0,0,0,0,690,0,0,0
6.9,-1182251.595,-6197372.865,943975.0412,-470.543549,-10.803553,520.345776,0,0,0,-0.024433,-0.024433,-0.024433,-0.024433,0,0,0,46.900153,0,0,7.464391,1,0,0,0,0,0,0,0,691,0,0,0
