missiontime,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Gyro_p, Gyro_q, Gyro_r,bmx,bmy,bmz,deltaVx,deltaVy,deltaVz,deltaThetaX,deltaThetaY,deltaThetaZ
12.84,1443297.529,6143027.169,938665.2794,299.8358969,-87.38182723,-38.63641806,-42.75671069,-54.04371892,0,17.836468,0,0,380.899085,55.500477,-134.748136,-0.42756563,-0.540436369,0,0.178365,0,0
12.85,1443300.528,6143026.295,938664.893,299.875522,-87.37577554,-38.6384915,-42.74765885,-54.00887312,0,17.804234,0,0,380.899129,78.526676,-122.762912,-0.427477048,-0.5400886,0,0.178042,0,0
12.86,1443303.527,6143025.421,938664.5066,299.9150888,-87.36967288,-38.64055157,-42.73860373,-53.97403716,0,17.772089,0,0,380.899173,99.026596,-106.914513,-0.427385184,-0.539740831,0,0.177721,0,0
12.87,1443306.527,6143024.548,938664.1202,299.9545972,-87.36351934,-38.64259827,-42.72954533,-53.93921761,0,17.740033,0,0,380.899217,116.367388,-87.723538,-0.427296602,-0.539393062,0,0.1774,0,0
12.88,1443309.527,6143023.674,938663.7338,299.9940468,-87.357315,-38.6446316,-42.72048693,-53.90440789,0,17.708066,0,0,380.899261,130.021188,-65.810998,-0.427204738,-0.539045293,0,0.177081,0,0
12.89,1443312.527,6143022.801,938663.3473,300.0334374,-87.35105993,-38.64665155,-42.71142525,-53.86961458,0,17.676189,0,0,380.899306,139.580347,-41.877584,-0.427112875,-0.538697524,0,0.176762,0,0
12.9,1443315.528,6143021.927,938662.9608,300.0727688,-87.34475423,-38.64865811,-42.70236029,-53.83483112,0,17.6444,0,0,380.89935,144.768661,-16.680792,-0.427024292,-0.538349755,0,0.176444,0,0
12.91,1443318.529,6143021.054,938662.5743,300.1120406,-87.33839798,-38.65065128,-42.69329205,-53.80006078,0,17.612701,0,0,380.899395,145.448322,8.989367,-0.426932428,-0.538001986,0,0.176127,0,0
12.92,1443321.53,6143020.18,938662.1878,300.1512527,-87.33199125,-38.65263106,-42.68422381,-53.76530684,0,17.581092,0,0,380.89944,141.62246,34.335269,-0.426843846,-0.537654217,0,0.175811,0,0
12.93,1443324.532,6143019.307,938661.8012,300.1904047,-87.32553414,-38.65459743,-42.67515557,-53.73056274,0,17.549572,0,0,380.899485,133.433294,58.57642,-0.426751982,-0.537306448,0,0.175496,0,0
12.94,1443327.535,6143018.434,938661.4147,300.2294965,-87.31902673,-38.6565504,-42.66608076,-53.69583505,0,17.518142,0,0,380.89953,121.156012,80.973272,-0.426660119,-0.536958679,0,0.175181,0,0
12.95,1443330.537,6143017.561,938661.0281,300.2685278,-87.3124691,-38.65848996,-42.65700924,-53.6611172,0,17.486802,0,0,380.899576,105.188678,100.8494,-0.426571536,-0.53661091,0,0.174868,0,0
12.96,1443333.54,6143016.688,938660.6415,300.3074983,-87.30586133,-38.6604161,-42.64793115,-53.62641248,0,17.455552,0,0,380.899621,86.03853,117.611394,-0.426479672,-0.536263141,0,0.174556,0,0
12.97,1443336.544,6143015.815,938660.2548,300.3464078,-87.29920352,-38.66232881,-42.63885307,-53.59172416,0,17.424392,0,0,380.899667,64.305176,130.765907,-0.426387809,-0.535918652,0,0.174244,0,0
12.98,1443339.548,6143014.942,938659.8682,300.3852561,-87.29249573,-38.6642281,-42.62977171,-53.55704568,0,17.393323,0,0,380.899713,40.661248,139.933379,-0.426299226,-0.535570883,0,0.173933,0,0
12.99,1443342.552,6143014.069,938659.4815,300.4240428,-87.28573807,-38.66611395,-42.62069034,-53.5223836,0,17.362344,0,0,380.899759,15.831154,144.858109,-0.426207363,-0.535223114,0,0.173623,0,0
13,1443345.557,6143013.196,938659.0949,300.4627677,-87.27893061,-38.66798637,-42.61160569,-53.48773465,0,17.331455,0,0,380.899805,-9.431398,145.414428,-0.426115499,-0.534878626,0,0.173315,0,0
13.01,1443348.562,6143012.324,938658.7082,300.5014307,-87.27207344,-38.66984534,-42.60252105,-53.45309554,0,17.300657,0,0,380.899852,-34.366389,141.608856,-0.426023636,-0.534530857,0,0.173007,0,0
13.02,1443351.567,6143011.451,938658.3214,300.5400314,-87.26516666,-38.67169088,-42.59343312,-53.41847284,0,17.26995,0,0,380.899898,-58.230312,133.578283,-0.425935053,-0.534183088,0,0.172699,0,0
13.03,1443354.573,6143010.578,938657.9347,300.5785696,-87.25821035,-38.67352296,-42.58434191,-53.38386326,0,17.239333,0,0,380.899945,-80.318135,121.584267,-0.425843189,-0.5338386,0,0.172393,0,0
13.04,1443357.579,6143009.706,938657.548,300.6170451,-87.2512046,-38.6753416,-42.57525071,-53.34926352,0,17.208808,0,0,380.899992,-99.983775,106.003735,-0.425751326,-0.533494112,0,0.172088,0,0
13.05,1443360.586,6143008.833,938657.1612,300.6554577,-87.2441495,-38.67714678,-42.5661595,-53.31468018,0,17.178374,0,0,380.900039,-116.658495,87.316394,-0.425662743,-0.533146343,0,0.171784,0,0
13.06,1443363.592,6143007.961,938656.7744,300.6938071,-87.23704514,-38.6789385,-42.55706501,-53.28010997,0,17.148031,0,0,380.900087,-129.866735,66.089323,-0.42557088,-0.532801854,0,0.17148,0,0
13.07,1443366.6,6143007.089,938656.3876,300.7320931,-87.22989159,-38.68071676,-42.54796724,-53.24555288,0,17.117779,0,0,380.900134,-139.238943,42.959222,-0.425479016,-0.532454085,0,0.171178,0,0
13.08,1443369.608,6143006.216,938656.0008,300.7703153,-87.22268895,-38.68248155,-42.53886947,-53.21100892,0,17.087619,0,0,380.900182,-144.521099,18.612911,-0.425387153,-0.532109597,0,0.170876,0,0
13.09,1443372.616,6143005.344,938655.6139,300.8084736,-87.2154373,-38.68423287,-42.5297717,-53.17647808,0,17.05755,0,0,380.900229,-145.580715,-6.233335,-0.42529857,-0.531765109,0,0.170576,0,0
13.1,1443375.624,6143004.472,938655.2271,300.8465677,-87.20813673,-38.68597071,-42.52067065,-53.14196364,0,17.027573,0,0,380.900277,-142.4092,-30.854978,-0.425206707,-0.531420621,0,0.170276,0,0
13.11,1443378.633,6143003.6,938654.8402,300.8845974,-87.20078733,-38.68769507,-42.51156632,-53.10745905,0,16.997688,0,0,380.900326,-135.12059,-54.540323,-0.425114843,-0.531076132,0,0.169977,0,0
13.12,1443381.642,6143002.728,938654.4533,300.9225625,-87.1933892,-38.68940595,-42.50246199,-53.07296758,0,16.967895,0,0,380.900374,-123.946762,-76.610911,-0.42502626,-0.530728363,0,0.169679,0,0
13.13,1443384.652,6143001.856,938654.0664,300.9604627,-87.18594242,-38.69110335,-42.49335766,-53.03849251,0,16.938194,0,0,380.900422,-109.229318,-96.440648,-0.424934397,-0.530383875,0,0.169382,0,0
13.14,1443387.662,6143000.985,938653.6795,300.9982969,-87.17845308,-38.69278822,-42.48425005,-53.00403057,0,16.908585,0,0,380.900471,-91.408452,-113.473118,-0.424842533,-0.530039387,0,0.169086,0,0
13.15,1443390.672,6143000.113,938653.2925,301.0360615,-87.17094138,-38.69446377,-42.47514244,-52.96957847,0,16.879068,0,0,380.90052,-71.00917,-127.23664,-0.42475067,-0.529694899,0,0.168791,0,0
13.16,1443393.683,6142999.241,938652.9055,301.0737566,-87.16340735,-38.69613,-42.46603154,-52.93514277,0,16.849643,0,0,380.900569,-48.625304,-137.356674,-0.424658806,-0.529350411,0,0.168496,0,0
13.17,1443396.694,6142998.37,938652.5186,301.111382,-87.15585101,-38.69778691,-42.45692065,-52.9007202,0,16.820311,0,0,380.900618,-24.901827,-143.56527,-0.424570224,-0.529005922,0,0.168203,0,0
13.18,1443399.705,6142997.498,938652.1316,301.1489377,-87.14827241,-38.6994345,-42.44780648,-52.86631075,0,16.791072,0,0,380.900667,-0.515984,-145.707354,-0.42447836,-0.528664715,0,0.167911,0,0
13.19,1443402.717,6142996.627,938651.7446,301.1864236,-87.14067156,-38.70107276,-42.4386923,-52.83191442,0,16.761926,0,0,380.900717,23.842177,-143.743735,-0.424386497,-0.528320227,0,0.167619,0,0
13.2,1443405.73,6142995.756,938651.3575,301.2238396,-87.13304851,-38.7027017,-42.42957813,-52.7975345,0,16.732872,0,0,380.900766,47.489349,-137.750805,-0.424294633,-0.527975739,0,0.167329,0,0
13.21,1443408.742,6142994.884,938650.9705,301.2611855,-87.12540329,-38.70432132,-42.42046068,-52.76316442,0,16.703911,0,0,380.900816,69.768008,-127.917002,-0.42420605,-0.52763125,0,0.167039,0,0
13.22,1443411.755,6142994.013,938650.5834,301.2984615,-87.11773593,-38.70593162,-42.41134322,-52.72881074,0,16.675043,0,0,380.900866,90.064439,-114.536208,-0.424114187,-0.527286762,0,0.16675,0,0
13.23,1443414.768,6142993.142,938650.1964,301.3356673,-87.11004647,-38.70753259,-42.40222249,-52.69447019,0,16.646269,0,0,380.900916,107.825273,-97.998309,-0.424022323,-0.526945555,0,0.166463,0,0
13.24,1443417.782,6142992.271,938649.8093,301.3728029,-87.10233494,-38.70912424,-42.39310503,-52.66014276,0,16.617587,0,0,380.900966,122.572087,-78.77724,-0.42393046,-0.526601067,0,0.166176,0,0
13.25,1443420.796,6142991.4,938649.4222,301.4098682,-87.09460137,-38.71070656,-42.38398102,-52.62582846,0,16.588999,0,0,380.901017,133.913712,-57.416897,-0.423838596,-0.526259859,0,0.16589,0,0
13.26,1443423.811,6142990.529,938649.035,301.4468632,-87.08684579,-38.71227956,-42.37486028,-52.59152727,0,16.560505,0,0,380.901068,141.555948,-34.515332,-0.423750014,-0.525915371,0,0.165605,0,0
13.27,1443426.826,6142989.658,938648.6479,301.4837877,-87.07906824,-38.71384323,-42.36573626,-52.55723921,0,16.532104,0,0,380.901118,145.308472,-10.707712,-0.42365815,-0.525570883,0,0.165321,0,0
13.28,1443429.841,6142988.788,938648.2607,301.5206416,-87.07126874,-38.71539757,-42.35661225,-52.52296756,0,16.503797,0,0,380.901169,145.088792,13.351479,-0.423566287,-0.525229676,0,0.165038,0,0
13.29,1443432.856,6142987.917,938647.8736,301.557425,-87.06344733,-38.71694258,-42.34748495,-52.48870903,0,16.475584,0,0,380.90122,140.923212,37.006491,-0.423474423,-0.524888468,0,0.164756,0,0
13.3,1443435.872,6142987.046,938647.4864,301.5941377,-87.05560404,-38.71847826,-42.33835765,-52.45446362,0,16.447464,0,0,380.901272,132.944821,59.618114,-0.423382559,-0.52454398,0,0.164475,0,0
13.31,1443438.889,6142986.176,938647.0992,301.6307795,-87.0477389,-38.72000462,-42.32923036,-52.42023134,0,16.419439,0,0,380.901323,121.38862,80.58077,-0.423290696,-0.524202773,0,0.164194,0,0
13.32,1443441.905,6142985.306,938646.712,301.6673506,-87.03985197,-38.72152164,-42.32010306,-52.38601218,0,16.391508,0,0,380.901375,106.583986,99.338433,-0.423202113,-0.523861565,0,0.163915,0,0
13.33,1443444.922,6142984.435,938646.3247,301.7038508,-87.03194326,-38.72302935,-42.31097248,-52.35180614,0,16.363671,0,0,380.901427,88.944702,115.398975,-0.42311025,-0.523517077,0,0.163637,0,0
13.34,1443447.94,6142983.565,938645.9375,301.74028,-87.02401281,-38.72452772,-42.3018419,-52.3176165,0,16.335929,0,0,380.901479,68.956883,128.346581,-0.423018386,-0.52317587,0,0.163359,0,0
13.35,1443450.958,6142982.695,938645.5502,301.7766382,-87.01606067,-38.72601677,-42.29270805,-52.28343999,0,16.308281,0,0,380.901531,47.165156,137.851941,-0.422926523,-0.522834662,0,0.163083,0,0
13.36,1443453.976,6142981.825,938645.163,301.8129253,-87.00808684,-38.72749649,-42.28357747,-52.24927661,0,16.280727,0,0,380.901583,24.157488,143.679987,-0.422834659,-0.522493455,0,0.162807,0,0
13.37,1443456.994,6142980.955,938644.7757,301.8491411,-87.00009138,-38.72896689,-42.27444361,-52.21512634,0,16.253268,0,0,380.901636,0.549101,145.695006,-0.422742796,-0.522152248,0,0.162533,0,0
13.38,1443460.013,6142980.085,938644.3884,301.8852857,-86.99207431,-38.73042795,-42.26530975,-52.18099248,0,16.225904,0,0,380.901688,-23.034099,143.86306,-0.422654213,-0.52181104,0,0.162259,0,0
13.39,1443463.032,6142979.215,938644.0011,301.9213589,-86.98403567,-38.73187969,-42.25617589,-52.14686847,0,16.198635,0,0,380.901741,-45.972116,138.251683,-0.422562349,-0.521469833,0,0.161986,0,0
13.4,1443466.052,6142978.345,938643.6137,301.9573607,-86.97597547,-38.73332209,-42.24703875,-52.11276085,0,16.171461,0,0,380.901794,-67.667055,129.026922,-0.422470486,-0.521128626,0,0.161715,0,0
13.41,1443469.072,6142977.476,938643.2264,301.993291,-86.96789377,-38.73475516,-42.23790161,-52.07866636,0,16.144382,0,0,380.901847,-87.558498,116.447843,-0.422378622,-0.520787418,0,0.161444,0,0
13.42,1443472.092,6142976.606,938642.839,302.0291496,-86.95979059,-38.7361789,-42.22876447,-52.044585,0,16.117398,0,0,380.9019,-105.137661,100.858697,-0.422286759,-0.520446211,0,0.161174,0,0
13.43,1443475.113,6142975.736,938642.4516,302.0649367,-86.95166597,-38.73759332,-42.21962734,-52.01052004,0,16.09051,0,0,380.901954,-119.960007,82.678988,-0.422194895,-0.520105004,0,0.160905,0,0
13.44,1443478.134,6142974.867,938642.0642,302.100652,-86.94351994,-38.7389984,-42.21048692,-51.9764682,0,16.063717,0,0,380.902007,-131.656002,62.391742,-0.422106313,-0.519763796,0,0.160637,0,0
13.45,1443481.155,6142973.998,938641.6768,302.1362954,-86.93535253,-38.74039415,-42.20134978,-51.94242948,0,16.037019,0,0,380.902061,-139.939775,40.530311,-0.422014449,-0.51942587,0,0.16037,0,0
13.46,1443484.177,6142973.128,938641.2894,302.171867,-86.92716377,-38.74178057,-42.19220936,-51.90840389,0,16.010417,0,0,380.902115,-144.615495,17.664076,-0.421922586,-0.519084662,0,0.160104,0,0
13.47,1443487.199,6142972.259,938640.902,302.2073667,-86.9189537,-38.74315766,-42.18306894,-51.87439142,0,15.983911,0,0,380.902169,-145.58135,-5.616551,-0.421830722,-0.518743455,0,0.159839,0,0
13.48,1443490.221,6142971.39,938640.5145,302.2427943,-86.91072235,-38.74452542,-42.17392851,-51.84039536,0,15.957501,0,0,380.902224,-142.831062,-28.715453,-0.421738859,-0.518405528,0,0.159575,0,0
13.49,1443493.244,6142970.521,938640.1271,302.2781497,-86.90246976,-38.74588384,-42.16478809,-51.80641242,0,15.931187,0,0,380.902278,-136.452942,-51.046045,-0.421646995,-0.518064321,0,0.159312,0,0
13.5,1443496.267,6142969.652,938639.7396,302.313433,-86.89419594,-38.74723293,-42.15564439,-51.7724426,0,15.904968,0,0,380.902333,-126.626565,-72.04604,-0.421555132,-0.517723114,0,0.15905,0,0
13.51,1443499.291,6142968.783,938639.3521,302.348644,-86.88590094,-38.74857269,-42.14650069,-51.73848591,0,15.878846,0,0,380.902388,-113.617179,-91.191393,-0.421466549,-0.517385187,0,0.158788,0,0
13.52,1443502.314,6142967.915,938638.9646,302.3837828,-86.87758481,-38.74990312,-42.13736027,-51.70454562,0,15.85282,0,0,380.902442,-97.768043,-108.009065,-0.421374685,-0.51704398,0,0.158528,0,0
13.53,1443505.339,6142967.046,938638.5771,302.4188491,-86.86924758,-38.75122423,-42.12821657,-51.67061845,0,15.82689,0,0,380.902498,-79.49091,-122.088322,-0.421282822,-0.516706053,0,0.158269,0,0
13.54,1443508.363,6142966.177,938638.1896,302.4538431,-86.86088928,-38.75253601,-42.11907287,-51.63670441,0,15.801057,0,0,380.902553,-59.254939,-133.090309,-0.421190958,-0.516368127,0,0.158011,0,0
13.55,1443511.388,6142965.309,938637.8021,302.4887645,-86.85250994,-38.75383846,-42.10992589,-51.60280677,0,15.77532,0,0,380.902608,-37.574332,-140.755685,-0.421099095,-0.516026919,0,0.157753,0,0
13.56,1443514.413,6142964.44,938637.4145,302.5236133,-86.8441096,-38.75513158,-42.10078219,-51.56891897,0,15.74968,0,0,380.902664,-14.995033,-144.91017,-0.421007231,-0.515688993,0,0.157497,0,0
13.57,1443517.439,6142963.572,938637.0269,302.5583895,-86.83568829,-38.75641538,-42.09163849,-51.53504758,0,15.724137,0,0,380.90272,7.919164,-145.467902,-0.420915368,-0.515351066,0,0.157241,0,0
13.58,1443520.465,6142962.704,938636.6394,302.5930929,-86.82724604,-38.75768984,-42.0824915,-51.50119259,0,15.698691,0,0,380.902776,30.60075,-142.432557,-0.420823504,-0.51501314,0,0.156987,0,0
13.59,1443523.491,6142961.835,938636.2518,302.6277236,-86.81878288,-38.75895498,-42.0733478,-51.46734745,0,15.673341,0,0,380.902832,52.492522,-135.896246,-0.420734922,-0.514671932,0,0.156733,0,0
13.6,1443526.518,6142960.967,938635.8642,302.6622813,-86.81029885,-38.7602108,-42.06420082,-51.43351871,0,15.648089,0,0,380.902888,73.061147,-126.036261,-0.420643058,-0.514334006,0,0.156481,0,0
13.61,1443529.545,6142960.099,938635.4766,302.6967662,-86.80179399,-38.76145728,-42.05505384,-51.39970309,0,15.622933,0,0,380.902945,91.809941,-113.109773,-0.420551195,-0.513996079,0,0.156229,0,0
13.62,1443532.572,6142959.231,938635.0889,302.731178,-86.79326832,-38.76269444,-42.04591014,-51.36590059,0,15.597875,0,0,380.903001,108.290576,-97.446667,-0.420459331,-0.513658153,0,0.155979,0,0
13.63,1443535.6,6142958.364,938634.7013,302.7655168,-86.7847219,-38.76392228,-42.03676316,-51.3321145,0,15.572914,0,0,380.903058,122.113438,-79.440707,-0.420367468,-0.513320226,0,0.155729,0,0
13.64,1443538.628,6142957.496,938634.3136,302.7997824,-86.77615474,-38.7651408,-42.02761617,-51.29834154,0,15.548051,0,0,380.903115,132.956415,-59.539276,-0.420275604,-0.5129823,0,0.155481,0,0
13.65,1443541.656,6142956.628,938633.926,302.8339748,-86.76756689,-38.76634999,-42.01846919,-51.26458169,0,15.523285,0,0,380.903172,140.571924,-38.231972,-0.42018374,-0.512644373,0,0.155233,0,0
13.66,1443544.685,6142955.76,938633.5383,302.868094,-86.75895838,-38.76754986,-42.00932221,-51.23083825,0,15.498616,0,0,380.903229,144.792047,-16.038352,-0.420091877,-0.512309728,0,0.154986,0,0
13.67,1443547.714,6142954.893,938633.1506,302.9021398,-86.75032923,-38.76874041,-42.00017523,-51.19710794,0,15.474046,0,0,380.903287,145.531675,6.504879,-0.420003294,-0.511971801,0,0.15474,0,0
13.68,1443550.743,6142954.026,938632.7629,302.9361122,-86.74167949,-38.76992164,-41.99102825,-51.16339074,0,15.449573,0,0,380.903344,142.789629,28.856892,-0.419911431,-0.511633875,0,0.154496,0,0
13.69,1443553.773,6142953.158,938632.3752,302.9700112,-86.73300919,-38.77109354,-41.98188126,-51.12968668,0,15.425198,0,0,380.903402,136.647759,50.485687,-0.419819567,-0.511295948,0,0.154252,0,0
13.7,1443556.803,6142952.291,938631.9875,303.0038365,-86.72431835,-38.77225612,-41.97273428,-51.09599901,0,15.400921,0,0,380.90346,127.268089,70.880637,-0.419727704,-0.510961302,0,0.154009,0,0
13.71,1443559.833,6142951.424,938631.5997,303.0375883,-86.71560701,-38.77340938,-41.9635873,-51.06232447,0,15.376742,0,0,380.903518,114.888088,89.564363,-0.41963584,-0.510623376,0,0.153767,0,0
13.72,1443562.864,6142950.557,938631.212,303.0712664,-86.70687523,-38.77455332,-41.95443704,-51.02866305,0,15.352662,0,0,380.903576,99.814237,106.103642,-0.419543977,-0.510285449,0,0.153527,0,0
13.73,1443565.895,6142949.69,938630.8242,303.1048708,-86.69812302,-38.77568795,-41.94529006,-50.99501804,0,15.328679,0,0,380.903635,82.414053,120.119129,-0.419452113,-0.509950804,0,0.153287,0,0
13.74,1443568.926,6142948.823,938630.4365,303.1384013,-86.68935043,-38.77681326,-41.93614307,-50.96138615,0,15.304795,0,0,380.903693,63.106799,131.293679,-0.41936025,-0.509612877,0,0.153048,0,0
13.75,1443571.958,6142947.956,938630.0487,303.171858,-86.68055748,-38.77792925,-41.92699609,-50.92776738,0,15.281009,0,0,380.903752,42.353101,139.379088,-0.419268386,-0.509278232,0,0.15281,0,0
13.76,1443574.99,6142947.089,938629.6609,303.2052408,-86.67174421,-38.77903593,-41.91784911,-50.89416501,0,15.257322,0,0,380.903811,20.643757,144.201137,-0.419179803,-0.508940305,0,0.152573,0,0
13.77,1443578.023,6142946.223,938629.2731,303.2385496,-86.66291066,-38.78013329,-41.90870213,-50.86057577,0,15.233734,0,0,380.90387,-1.512008,145.662842,-0.41908794,-0.508605659,0,0.152337,0,0
13.78,1443581.055,6142945.356,938628.8853,303.2717843,-86.65405686,-38.78122134,-41.89955515,-50.82699966,0,15.210244,0,0,380.903929,-23.598546,143.745872,-0.418996076,-0.508271014,0,0.152102,0,0
13.79,1443584.088,6142944.49,938628.4975,303.3049449,-86.64518283,-38.78230008,-41.89041145,-50.79343995,0,15.186853,0,0,380.903989,-45.105777,138.51012,-0.418904213,-0.507933087,0,0.151869,0,0
13.8,1443587.122,6142943.623,938628.1096,303.3380313,-86.63628863,-38.7833695,-41.88126446,-50.75989336,0,15.163561,0,0,380.904048,-65.540883,130.091485,-0.418812349,-0.507598441,0,0.151636,0,0
13.81,1443590.155,6142942.757,938627.7218,303.3710434,-86.62737426,-38.78442961,-41.87211748,-50.72635989,0,15.140368,0,0,380.904108,-84.439441,118.697937,-0.418720486,-0.507263796,0,0.151404,0,0
13.82,1443593.189,6142941.891,938627.3339,303.4039812,-86.6184398,-38.78548041,-41.8629705,-50.69284283,0,15.117274,0,0,380.904168,-101.375761,104.603978,-0.418628622,-0.50692915,0,0.151173,0,0
13.83,1443596.224,6142941.025,938626.9461,303.4368447,-86.60948527,-38.78652191,-41.8538268,-50.65933889,0,15.094279,0,0,380.904228,-115.972188,88.14367,-0.418536759,-0.506594504,0,0.150943,0,0
13.84,1443599.258,6142940.159,938626.5582,303.4696337,-86.60051071,-38.7875541,-41.84467982,-50.62585136,0,15.071384,0,0,380.904288,-127.907187,69.702398,-0.418448176,-0.506259859,0,0.150714,0,0
13.85,1443602.294,6142939.293,938626.1703,303.5023483,-86.59151614,-38.788577,-41.83553612,-50.59237367,0,15.048588,0,0,380.904348,-136.92205,49.707575,-0.418356313,-0.505925213,0,0.150486,0,0
13.86,1443605.329,6142938.427,938625.7824,303.5349884,-86.58250161,-38.78959059,-41.82639241,-50.55891238,0,15.025891,0,0,380.904409,-142.826077,28.618535,-0.418264449,-0.505590567,0,0.150259,0,0
13.87,1443608.365,6142937.561,938625.3945,303.5675538,-86.57346715,-38.79059487,-41.81724543,-50.5254675,0,15.003294,0,0,380.90447,-145.500166,6.91583,-0.418172586,-0.505255922,0,0.150033,0,0
13.88,1443611.401,6142936.696,938625.0066,303.6000446,-86.56441279,-38.79158986,-41.80479136,-50.49072996,0,14.980796,0,0,380.904531,-144.898734,-14.909796,-0.418047914,-0.504908153,0,0.149808,0,0
13.89,1443614.437,6142935.83,938624.6187,303.6324606,-86.55533856,-38.79257555,-41.77559845,-50.44942091,0,14.958398,0,0,380.904592,-141.049972,-36.368516,-0.417755919,-0.504494767,0,0.149584,0,0
13.9,1443617.474,6142934.965,938624.2307,303.6648019,-86.5462445,-38.79355193,-41.74646131,-50.40817419,0,14.9361,0,0,380.904653,-134.054439,-56.982361,-0.417463924,-0.504081381,0,0.149361,0,0
13.91,1443620.51,6142934.099,938623.8428,303.6970683,-86.53713065,-38.79451902,-41.71737666,-50.36698652,0,14.913902,0,0,380.904714,-124.082069,-76.295744,-0.41717521,-0.503671276,0,0.149139,0,0
13.92,1443623.548,6142933.234,938623.4548,303.7292597,-86.52799703,-38.79547681,-41.68834779,-50.32585463,0,14.891804,0,0,380.904776,-111.367675,-93.885355,-0.416883215,-0.50325789,0,0.148918,0,0
13.93,1443626.585,6142932.369,938623.0669,303.7613762,-86.5188437,-38.79642531,-41.65936813,-50.28478179,0,14.869806,0,0,380.904837,-96.205074,-109.369199,-0.416594502,-0.502847785,0,0.148698,0,0
13.94,1443629.623,6142931.504,938622.6789,303.7934176,-86.50967067,-38.79736451,-41.63044425,-50.24376801,0,14.847907,0,0,380.904899,-78.939984,-122.414605,-0.416305788,-0.50243768,0,0.148479,0,0
13.95,1443632.662,6142930.639,938622.2909,303.825384,-86.50047799,-38.79829442,-41.60157285,-50.20281329,0,14.82611,0,0,380.904961,-59.961886,-132.745048,-0.416017074,-0.502027575,0,0.148261,0,0
13.96,1443635.7,6142929.774,938621.9029,303.8572752,-86.49126569,-38.79921504,-41.57275396,-50.16191433,0,14.804412,0,0,380.905023,-39.695011,-140.145641,-0.41572836,-0.501620751,0,0.148044,0,0
13.97,1443638.739,6142928.909,938621.5149,303.8890911,-86.4820338,-38.80012637,-41.54398755,-50.12107444,0,14.782815,0,0,380.905086,-18.588707,-144.467206,-0.415439646,-0.501210646,0,0.147828,0,0
13.98,1443641.778,6142928.044,938621.1269,303.9208318,-86.47278236,-38.80102841,-41.51527364,-50.0802936,0,14.761318,0,0,380.905148,2.892629,-145.628862,-0.415154213,-0.500803822,0,0.147613,0,0
13.99,1443644.818,6142927.18,938620.7389,303.9524971,-86.46351139,-38.80192116,-41.4866155,-50.03956853,0,14.739922,0,0,380.905211,24.279811,-143.619089,-0.414865499,-0.500396998,0,0.147399,0,0
14,1443647.858,6142926.315,938620.3509,303.9840871,-86.45422095,-38.80280462,-41.45800658,-49.99890252,0,14.718626,0,0,380.905274,45.109094,-138.495275,-0.414580066,-0.499990173,0,0.147186,0,0
14.01,1443650.898,6142925.451,938619.9628,304.0156015,-86.44491106,-38.8036788,-41.42945014,-49.95829228,0,14.697431,0,0,380.905337,64.93215,-130.381773,-0.414294633,-0.499583349,0,0.146974,0,0
14.02,1443653.938,6142924.586,938619.5748,304.0470405,-86.43558176,-38.80454369,-41.40094621,-49.9177411,0,14.676337,0,0,380.9054,83.325587,-119.466552,-0.4140092,-0.499176525,0,0.146763,0,0
14.03,1443656.979,6142923.722,938619.1867,304.0784038,-86.42623309,-38.80539931,-41.37249476,-49.87724569,0,14.655344,0,0,380.905463,99.899806,-105.996504,-0.413723767,-0.498772982,0,0.146553,0,0
14.04,1443660.02,6142922.858,938618.7987,304.1096916,-86.41686509,-38.80624564,-41.34409581,-49.83680606,0,14.634452,0,0,380.905527,114.307016,-90.271568,-0.413441614,-0.498369439,0,0.146345,0,0
14.05,1443663.062,6142921.994,938618.4106,304.1409037,-86.40747778,-38.8070827,-41.31574935,-49.79642548,0,14.61366,0,0,380.90559,126.24826,-72.637776,-0.413156181,-0.497965895,0,0.146137,0,0
14.06,1443666.103,6142921.13,938618.0225,304.1720401,-86.39807121,-38.80791049,-41.28745211,-49.75610067,0,14.59297,0,0,380.905654,135.479301,-53.479424,-0.412874029,-0.497562352,0,0.14593,0,0
14.07,1443669.145,6142920.266,938617.6344,304.2031007,-86.38864541,-38.808729,-41.25920736,-49.71583492,0,14.572381,0,0,380.905718,141.815273,-33.210513,-0.412591877,-0.497158809,0,0.145724,0,0
14.08,1443672.188,6142919.402,938617.2463,304.2340854,-86.3792004,-38.80953824,-41.23101838,-49.67562167,0,14.551894,0,0,380.905782,145.134017,-12.265679,-0.412309724,-0.496755265,0,0.145519,0,0
14.09,1443675.23,6142918.538,938616.8582,304.2649942,-86.36973624,-38.8103382,-41.20287533,-49.63546747,0,14.531507,0,0,380.905846,145.378046,8.909197,-0.412027572,-0.496355003,0,0.145315,0,0
14.1,1443678.273,6142917.675,938616.4701,304.2958271,-86.36025295,-38.8111289,-41.17478806,-49.59536904,0,14.511223,0,0,380.905911,142.555119,29.866507,-0.411748701,-0.49595474,0,0.145112,0,0
14.11,1443681.316,6142916.811,938616.082,304.3265839,-86.35075056,-38.81191032,-41.14675,-49.55532639,0,14.491039,0,0,380.905975,136.737445,50.166342,-0.411466549,-0.495554478,0,0.14491,0,0
